session_id,segment,product_id,brand,price,quality_score,feature_match,purchase_utility,purchased,satisfaction
62,frequent_traveler,headphones_013,JBL,129.95,0.7,0.5,1.418,1,5.0
63,casual_listener,headphones_025,Bang & Olufsen,479.99,0.91,0.0,-0.031,1,4.0
64,budget_student,headphones_004,Skullcandy,44.99,0.55,0.0,0.461,0,
65,commuter,headphones_003,Anker Soundcore,59.99,0.6,0.5,1.789,1,5.0
66,remote_worker,headphones_023,Bowers & Wilkins,499.99,0.94,0.0,0.296,0,
67,audiophile,headphones_014,Beats,189.99,0.74,0.0,0.88,1,5.0
68,gym_user,headphones_024,Focal,499.0,0.95,0.0,0.798,1,5.0
69,gamer,headphones_007,Motorola,49.5,0.53,0.0,0.854,0,
70,frequent_traveler,headphones_023,Bowers & Wilkins,499.99,0.94,0.5,1.088,0,
71,casual_listener,headphones_008,TCL,29.99,0.48,0.5,0.677,0,
72,budget_student,headphones_025,Bang & Olufsen,479.99,0.91,0.0,-0.702,1,5.0
73,commuter,headphones_020,Bose,429.0,0.91,0.5,0.614,1,5.0
74,remote_worker,headphones_012,Audio-Technica,129.99,0.77,0.0,0.584,1,5.0
75,audiophile,headphones_020,Bose,429.0,0.91,0.0,1.097,1,5.0
76,gym_user,headphones_003,Anker Soundcore,59.99,0.6,0.0,0.615,1,5.0
77,gamer,headphones_020,Bose,429.0,0.91,0.0,-0.007,1,5.0
78,frequent_traveler,headphones_015,AKG,149.0,0.76,1.0,2.494,1,5.0
79,casual_listener,headphones_006,Edifier,54.99,0.64,0.0,0.647,0,
80,budget_student,headphones_009,Sony,149.99,0.72,0.0,0.985,0,
81,commuter,headphones_011,Bose,199.0,0.8,0.5,1.126,0,
82,remote_worker,headphones_002,JBL,39.99,0.58,0.0,0.352,1,5.0
83,audiophile,headphones_014,Beats,189.99,0.74,0.0,0.316,0,
84,gym_user,headphones_001,Sony,49.99,0.62,0.0,0.566,1,5.0
85,gamer,headphones_006,Edifier,54.99,0.64,0.0,-0.73,0,
86,frequent_traveler,headphones_012,Audio-Technica,129.99,0.77,0.0,0.513,1,5.0
87,casual_listener,headphones_010,Sennheiser,179.99,0.78,0.0,-0.133,0,
88,budget_student,headphones_019,Sony,399.99,0.92,0.0,-0.857,1,5.0
89,commuter,headphones_022,Apple,549.0,0.9,0.0,1.077,1,5.0
90,remote_worker,headphones_020,Bose,429.0,0.91,0.5,1.45,0,
91,audiophile,headphones_012,Audio-Technica,129.99,0.77,0.0,0.982,0,
92,gym_user,headphones_015,AKG,149.0,0.76,0.0,-0.249,1,5.0
93,gamer,headphones_006,Edifier,54.99,0.64,0.0,1.203,1,5.0
94,frequent_traveler,headphones_022,Apple,549.0,0.9,0.0,0.154,0,
95,casual_listener,headphones_024,Focal,499.0,0.95,0.0,-0.727,0,
96,budget_student,headphones_004,Skullcandy,44.99,0.55,0.0,0.138,1,5.0
97,commuter,headphones_001,Sony,49.99,0.62,0.0,0.552,1,5.0
98,remote_worker,headphones_024,Focal,499.0,0.95,0.0,0.909,1,5.0
99,audiophile,headphones_017,Marshall,159.99,0.73,0.0,-0.187,1,5.0
100,gym_user,headphones_009,Sony,149.99,0.72,0.0,0.313,1,5.0
101,gamer,headphones_011,Bose,199.0,0.8,0.0,0.278,0,
102,frequent_traveler,headphones_022,Apple,549.0,0.9,0.0,0.601,1,5.0
103,casual_listener,headphones_013,JBL,129.95,0.7,0.0,0.011,0,
104,budget_student,headphones_018,Philips,199.99,0.81,0.0,-0.415,0,
105,commuter,headphones_015,AKG,149.0,0.76,0.5,1.392,1,5.0
106,remote_worker,headphones_012,Audio-Technica,129.99,0.77,0.0,1.234,1,5.0
107,audiophile,headphones_007,Motorola,49.5,0.53,0.0,0.175,1,5.0
108,gym_user,headphones_006,Edifier,54.99,0.64,0.0,0.557,0,
109,gamer,headphones_006,Edifier,54.99,0.64,0.0,1.016,0,
110,frequent_traveler,headphones_010,Sennheiser,179.99,0.78,0.5,1.099,0,
111,casual_listener,headphones_017,Marshall,159.99,0.73,0.0,0.969,0,
112,budget_student,headphones_014,Beats,189.99,0.74,0.0,-0.131,1,5.0
113,commuter,headphones_019,Sony,399.99,0.92,0.5,1.702,1,5.0
114,remote_worker,headphones_018,Philips,199.99,0.81,0.0,0.587,0,
115,audiophile,headphones_022,Apple,549.0,0.9,0.0,1.151,0,
116,gym_user,headphones_023,Bowers & Wilkins,499.99,0.94,0.0,-0.138,0,
117,gamer,headphones_014,Beats,189.99,0.74,0.0,0.971,0,
118,frequent_traveler,headphones_010,Sennheiser,179.99,0.78,0.5,1.689,0,
119,casual_listener,headphones_015,AKG,149.0,0.76,0.0,-0.126,0,
120,budget_student,headphones_004,Skullcandy,44.99,0.55,0.0,0.025,0,
121,commuter,headphones_012,Audio-Technica,129.99,0.77,0.0,0.529,0,
122,remote_worker,headphones_021,Sennheiser,379.99,0.93,0.0,0.909,0,
123,audiophile,headphones_002,JBL,39.99,0.58,0.0,0.296,1,5.0
124,gym_user,headphones_001,Sony,49.99,0.62,0.0,0.467,0,
125,gamer,headphones_021,Sennheiser,379.99,0.93,0.0,0.418,0,
126,frequent_traveler,headphones_001,Sony,49.99,0.62,0.0,1.286,1,5.0
127,casual_listener,headphones_016,Edifier,179.99,0.79,0.0,0.077,0,
128,budget_student,headphones_012,Audio-Technica,129.99,0.77,0.0,-0.481,0,
129,commuter,headphones_015,AKG,149.0,0.76,0.5,1.057,1,5.0
130,remote_worker,headphones_018,Philips,199.99,0.81,0.0,0.595,1,5.0
131,audiophile,headphones_023,Bowers & Wilkins,499.99,0.94,0.0,0.925,0,
132,gym_user,headphones_006,Edifier,54.99,0.64,0.0,0.544,0,
133,gamer,headphones_013,JBL,129.95,0.7,0.0,0.87,1,5.0
134,frequent_traveler,headphones_004,Skullcandy,44.99,0.55,0.0,1.032,0,
135,casual_listener,headphones_007,Motorola,49.5,0.53,0.0,-0.587,0,
136,budget_student,headphones_011,Bose,199.0,0.8,0.0,-0.244,0,
137,commuter,headphones_025,Bang & Olufsen,479.99,0.91,0.5,0.094,1,5.0
138,remote_worker,headphones_021,Sennheiser,379.99,0.93,0.0,0.544,0,
139,audiophile,headphones_015,AKG,149.0,0.76,0.0,1.146,0,
140,gym_user,headphones_012,Audio-Technica,129.99,0.77,0.0,0.755,0,
141,gamer,headphones_025,Bang & Olufsen,479.99,0.91,0.0,-0.293,0,
142,frequent_traveler,headphones_010,Sennheiser,179.99,0.78,0.5,1.2,1,5.0
143,casual_listener,headphones_012,Audio-Technica,129.99,0.77,0.0,0.696,0,
144,budget_student,headphones_007,Motorola,49.5,0.53,0.0,0.361,1,5.0
145,commuter,headphones_003,Anker Soundcore,59.99,0.6,0.5,1.765,1,5.0
146,remote_worker,headphones_008,TCL,29.99,0.48,0.0,0.747,1,5.0
147,audiophile,headphones_001,Sony,49.99,0.62,0.0,1.237,1,5.0
148,gym_user,headphones_025,Bang & Olufsen,479.99,0.91,0.0,-0.415,0,
149,gamer,headphones_012,Audio-Technica,129.99,0.77,0.0,-0.11,0,
150,frequent_traveler,headphones_003,Anker Soundcore,59.99,0.6,0.5,2.065,1,5.0
151,casual_listener,headphones_013,JBL,129.95,0.7,0.0,-0.57,0,
152,budget_student,headphones_003,Anker Soundcore,59.99,0.6,0.0,-0.291,1,5.0
153,commuter,headphones_008,TCL,29.99,0.48,0.0,0.637,1,4.0
154,remote_worker,headphones_023,Bowers & Wilkins,499.99,0.94,0.0,0.789,1,5.0
155,audiophile,headphones_019,Sony,399.99,0.92,0.0,1.054,1,5.0
156,gym_user,headphones_021,Sennheiser,379.99,0.93,0.0,0.156,1,5.0
157,gamer,headphones_003,Anker Soundcore,59.99,0.6,0.0,-0.27,0,
158,frequent_traveler,headphones_005,Philips,34.99,0.52,0.5,1.513,1,5.0
159,casual_listener,headphones_013,JBL,129.95,0.7,0.0,0.06,1,5.0
160,budget_student,headphones_001,Sony,49.99,0.62,0.0,0.142,1,5.0
161,commuter,headphones_008,TCL,29.99,0.48,0.0,0.022,1,5.0
162,remote_worker,headphones_018,Philips,199.99,0.81,0.0,-0.403,0,
163,audiophile,headphones_001,Sony,49.99,0.62,0.0,1.741,1,5.0
164,gym_user,headphones_012,Audio-Technica,129.99,0.77,0.0,0.94,0,
165,gamer,headphones_022,Apple,549.0,0.9,0.0,0.745,0,
166,frequent_traveler,headphones_004,Skullcandy,44.99,0.55,0.0,1.153,0,
167,casual_listener,headphones_022,Apple,549.0,0.9,0.0,-0.903,0,
168,budget_student,headphones_012,Audio-Technica,129.99,0.77,0.0,-0.545,1,5.0
169,commuter,headphones_005,Philips,34.99,0.52,0.0,0.594,1,5.0
170,remote_worker,headphones_007,Motorola,49.5,0.53,0.0,0.792,0,
171,audiophile,headphones_019,Sony,399.99,0.92,0.0,1.079,1,5.0
172,gym_user,headphones_004,Skullcandy,44.99,0.55,0.0,0.085,1,5.0
173,gamer,headphones_024,Focal,499.0,0.95,0.0,0.525,0,
174,frequent_traveler,headphones_015,AKG,149.0,0.76,1.0,0.899,1,5.0
175,casual_listener,headphones_012,Audio-Technica,129.99,0.77,0.0,0.215,1,5.0
176,budget_student,headphones_009,Sony,149.99,0.72,0.0,0.42,1,5.0
177,commuter,headphones_007,Motorola,49.5,0.53,0.5,0.967,1,5.0
178,remote_worker,headphones_023,Bowers & Wilkins,499.99,0.94,0.0,0.403,1,4.0
179,audiophile,headphones_010,Sennheiser,179.99,0.78,0.0,0.415,0,
180,gym_user,headphones_016,Edifier,179.99,0.79,0.0,0.729,1,5.0
181,gamer,headphones_007,Motorola,49.5,0.53,0.0,-0.005,0,
182,frequent_traveler,headphones_009,Sony,149.99,0.72,0.5,1.926,1,5.0
183,casual_listener,headphones_010,Sennheiser,179.99,0.78,0.0,0.9,1,5.0
184,budget_student,headphones_022,Apple,549.0,0.9,0.0,-0.303,0,
185,commuter,headphones_009,Sony,149.99,0.72,0.5,0.695,0,
186,remote_worker,headphones_016,Edifier,179.99,0.79,0.0,0.219,0,
187,audiophile,headphones_024,Focal,499.0,0.95,0.0,0.433,0,
188,gym_user,headphones_007,Motorola,49.5,0.53,0.0,-0.089,1,5.0
189,gamer,headphones_007,Motorola,49.5,0.53,0.0,0.263,1,4.0
190,frequent_traveler,headphones_023,Bowers & Wilkins,499.99,0.94,0.5,1.872,1,5.0
191,casual_listener,headphones_011,Bose,199.0,0.8,0.5,0.569,1,5.0
192,budget_student,headphones_016,Edifier,179.99,0.79,0.0,-0.071,1,5.0
193,commuter,headphones_024,Focal,499.0,0.95,0.0,0.349,1,5.0
194,remote_worker,headphones_010,Sennheiser,179.99,0.78,0.0,-0.429,1,5.0
195,audiophile,headphones_004,Skullcandy,44.99,0.55,0.0,0.705,1,5.0
196,gym_user,headphones_017,Marshall,159.99,0.73,0.0,0.896,1,5.0
197,gamer,headphones_011,Bose,199.0,0.8,0.0,0.477,0,
198,frequent_traveler,headphones_019,Sony,399.99,0.92,0.5,1.653,1,5.0
199,casual_listener,headphones_002,JBL,39.99,0.58,0.0,-0.149,0,
200,budget_student,headphones_022,Apple,549.0,0.9,0.0,-1.085,0,
201,commuter,headphones_016,Edifier,179.99,0.79,0.5,2.012,1,5.0
202,remote_worker,headphones_006,Edifier,54.99,0.64,0.0,0.521,0,
203,audiophile,headphones_011,Bose,199.0,0.8,0.0,0.592,0,
204,gym_user,headphones_010,Sennheiser,179.99,0.78,0.0,0.886,1,5.0
205,gamer,headphones_025,Bang & Olufsen,479.99,0.91,0.0,-0.066,0,
206,frequent_traveler,headphones_003,Anker Soundcore,59.99,0.6,0.5,1.746,1,5.0
207,casual_listener,headphones_004,Skullcandy,44.99,0.55,0.0,0.189,0,
208,budget_student,headphones_024,Focal,499.0,0.95,0.0,-0.729,0,
209,commuter,headphones_014,Beats,189.99,0.74,0.0,0.794,0,
210,remote_worker,headphones_001,Sony,49.99,0.62,0.0,0.286,0,
211,audiophile,headphones_025,Bang & Olufsen,479.99,0.91,0.0,1.263,1,5.0
212,gym_user,headphones_012,Audio-Technica,129.99,0.77,0.0,0.773,0,
213,gamer,headphones_015,AKG,149.0,0.76,0.0,0.384,0,
214,frequent_traveler,headphones_004,Skullcandy,44.99,0.55,0.0,0.073,0,
215,casual_listener,headphones_003,Anker Soundcore,59.99,0.6,0.0,0.854,0,
216,budget_student,headphones_022,Apple,549.0,0.9,0.0,-0.321,1,5.0
217,commuter,headphones_023,Bowers & Wilkins,499.99,0.94,0.5,1.561,1,5.0
218,remote_worker,headphones_017,Marshall,159.99,0.73,0.0,0.07,1,5.0
219,audiophile,headphones_007,Motorola,49.5,0.53,0.0,0.046,1,5.0
220,gym_user,headphones_004,Skullcandy,44.99,0.55,0.0,-0.726,0,
221,gamer,headphones_020,Bose,429.0,0.91,0.0,0.905,1,5.0
222,frequent_traveler,headphones_006,Edifier,54.99,0.64,0.0,0.729,1,5.0
223,casual_listener,headphones_023,Bowers & Wilkins,499.99,0.94,0.0,0.618,0,
224,budget_student,headphones_025,Bang & Olufsen,479.99,0.91,0.0,-1.262,1,4.0
225,commuter,headphones_007,Motorola,49.5,0.53,0.5,1.133,1,5.0
226,remote_worker,headphones_013,JBL,129.95,0.7,0.0,0.022,0,
227,audiophile,headphones_007,Motorola,49.5,0.53,0.0,-0.073,0,
228,gym_user,headphones_003,Anker Soundcore,59.99,0.6,0.0,-0.732,1,5.0
229,gamer,headphones_001,Sony,49.99,0.62,0.0,0.534,1,5.0
230,frequent_traveler,headphones_011,Bose,199.0,0.8,0.5,1.185,1,5.0
231,casual_listener,headphones_021,Sennheiser,379.99,0.93,0.0,0.437,1,4.0
232,budget_student,headphones_017,Marshall,159.99,0.73,0.0,0.358,1,5.0
233,commuter,headphones_016,Edifier,179.99,0.79,0.5,2.197,1,5.0
234,remote_worker,headphones_019,Sony,399.99,0.92,0.0,0.625,1,5.0
235,audiophile,headphones_014,Beats,189.99,0.74,0.0,0.49,0,
236,gym_user,headphones_001,Sony,49.99,0.62,0.0,1.1,0,
237,gamer,headphones_003,Anker Soundcore,59.99,0.6,0.0,-0.101,1,5.0
238,frequent_traveler,headphones_015,AKG,149.0,0.76,1.0,2.147,1,5.0
239,casual_listener,headphones_012,Audio-Technica,129.99,0.77,0.0,-0.513,0,
240,budget_student,headphones_006,Edifier,54.99,0.64,0.0,1.142,1,5.0
241,commuter,headphones_006,Edifier,54.99,0.64,0.0,1.789,1,5.0
242,remote_worker,headphones_002,JBL,39.99,0.58,0.0,0.793,1,5.0
243,audiophile,headphones_025,Bang & Olufsen,479.99,0.91,0.0,0.487,0,
244,gym_user,headphones_013,JBL,129.95,0.7,0.0,0.543,1,4.0
245,gamer,headphones_013,JBL,129.95,0.7,0.0,0.458,0,
246,frequent_traveler,headphones_005,Philips,34.99,0.52,0.5,1.504,1,5.0
247,casual_listener,headphones_019,Sony,399.99,0.92,0.0,-0.038,0,
248,budget_student,headphones_009,Sony,149.99,0.72,0.0,-0.051,0,
249,commuter,headphones_017,Marshall,159.99,0.73,0.0,0.454,1,5.0
250,remote_worker,headphones_004,Skullcandy,44.99,0.55,0.0,0.134,1,5.0
251,audiophile,headphones_005,Philips,34.99,0.52,0.0,0.812,1,5.0
252,gym_user,headphones_011,Bose,199.0,0.8,0.0,0.345,1,5.0
253,gamer,headphones_012,Audio-Technica,129.99,0.77,0.0,1.257,1,5.0
254,frequent_traveler,headphones_009,Sony,149.99,0.72,0.5,1.941,1,5.0
255,casual_listener,headphones_006,Edifier,54.99,0.64,0.0,-0.393,0,
256,budget_student,headphones_008,TCL,29.99,0.48,0.0,0.648,0,
257,commuter,headphones_023,Bowers & Wilkins,499.99,0.94,0.5,0.446,1,5.0
258,remote_worker,headphones_006,Edifier,54.99,0.64,0.0,0.174,0,
259,audiophile,headphones_023,Bowers & Wilkins,499.99,0.94,0.0,0.744,0,
260,gym_user,headphones_001,Sony,49.99,0.62,0.0,0.597,1,5.0
261,gamer,headphones_019,Sony,399.99,0.92,0.0,1.164,1,4.0
262,frequent_traveler,headphones_003,Anker Soundcore,59.99,0.6,0.5,0.988,1,5.0
263,casual_listener,headphones_008,TCL,29.99,0.48,0.5,0.938,1,5.0
264,budget_student,headphones_005,Philips,34.99,0.52,0.0,-0.153,0,
265,commuter,headphones_025,Bang & Olufsen,479.99,0.91,0.5,1.04,1,5.0
266,remote_worker,headphones_019,Sony,399.99,0.92,0.0,0.491,0,
267,audiophile,headphones_006,Edifier,54.99,0.64,0.0,0.414,1,5.0
268,gym_user,headphones_012,Audio-Technica,129.99,0.77,0.0,-0.345,0,
269,gamer,headphones_017,Marshall,159.99,0.73,0.0,-0.149,0,
270,frequent_traveler,headphones_024,Focal,499.0,0.95,0.0,0.032,0,
271,casual_listener,headphones_004,Skullcandy,44.99,0.55,0.0,0.655,0,
272,budget_student,headphones_025,Bang & Olufsen,479.99,0.91,0.0,-0.491,0,
273,commuter,headphones_001,Sony,49.99,0.62,0.0,1.297,0,
274,remote_worker,headphones_008,TCL,29.99,0.48,0.0,0.488,1,5.0
275,audiophile,headphones_025,Bang & Olufsen,479.99,0.91,0.0,0.967,0,
276,gym_user,headphones_007,Motorola,49.5,0.53,0.0,0.803,0,
277,gamer,headphones_005,Philips,34.99,0.52,0.0,1.865,0,
278,frequent_traveler,headphones_002,JBL,39.99,0.58,0.5,0.813,0,
279,casual_listener,headphones_008,TCL,29.99,0.48,0.5,0.973,1,5.0
280,budget_student,headphones_017,Marshall,159.99,0.73,0.0,0.037,0,
281,commuter,headphones_013,JBL,129.95,0.7,0.5,1.018,1,5.0
282,remote_worker,headphones_008,TCL,29.99,0.48,0.0,0.014,1,5.0
283,audiophile,headphones_006,Edifier,54.99,0.64,0.0,0.52,1,5.0
284,gym_user,headphones_022,Apple,549.0,0.9,0.0,-0.161,0,
285,gamer,headphones_013,JBL,129.95,0.7,0.0,0.478,1,5.0
286,frequent_traveler,headphones_016,Edifier,179.99,0.79,0.5,1.276,1,5.0
287,casual_listener,headphones_021,Sennheiser,379.99,0.93,0.0,-0.13,0,
288,budget_student,headphones_009,Sony,149.99,0.72,0.0,-0.328,1,5.0
289,commuter,headphones_006,Edifier,54.99,0.64,0.0,-0.783,0,
290,remote_worker,headphones_002,JBL,39.99,0.58,0.0,0.216,0,
291,audiophile,headphones_005,Philips,34.99,0.52,0.0,0.679,1,5.0
292,gym_user,headphones_015,AKG,149.0,0.76,0.0,-0.643,0,
293,gamer,headphones_002,JBL,39.99,0.58,0.0,1.172,1,5.0
294,frequent_traveler,headphones_007,Motorola,49.5,0.53,0.5,1.999,1,5.0
295,casual_listener,headphones_019,Sony,399.99,0.92,0.0,-0.804,0,
296,budget_student,headphones_014,Beats,189.99,0.74,0.0,0.777,0,
297,commuter,headphones_025,Bang & Olufsen,479.99,0.91,0.5,0.448,1,5.0
298,remote_worker,headphones_003,Anker Soundcore,59.99,0.6,0.0,0.895,0,
299,audiophile,headphones_015,AKG,149.0,0.76,0.0,0.921,1,5.0
300,gym_user,headphones_023,Bowers & Wilkins,499.99,0.94,0.0,0.678,0,
301,gamer,headphones_021,Sennheiser,379.99,0.93,0.0,-0.21,0,
302,frequent_traveler,headphones_021,Sennheiser,379.99,0.93,0.5,1.167,1,5.0
303,casual_listener,headphones_010,Sennheiser,179.99,0.78,0.0,0.657,0,
304,budget_student,headphones_006,Edifier,54.99,0.64,0.0,-0.029,1,5.0
305,commuter,headphones_008,TCL,29.99,0.48,0.0,0.478,1,5.0
306,remote_worker,headphones_025,Bang & Olufsen,479.99,0.91,0.0,1.448,1,5.0
307,audiophile,headphones_021,Sennheiser,379.99,0.93,0.0,1.152,1,5.0
308,gym_user,headphones_014,Beats,189.99,0.74,0.0,0.898,1,5.0
309,gamer,headphones_019,Sony,399.99,0.92,0.0,0.656,1,5.0
310,frequent_traveler,headphones_004,Skullcandy,44.99,0.55,0.0,-0.04,1,5.0
311,casual_listener,headphones_019,Sony,399.99,0.92,0.0,-0.975,0,
312,budget_student,headphones_012,Audio-Technica,129.99,0.77,0.0,0.322,1,5.0
313,commuter,headphones_016,Edifier,179.99,0.79,0.5,0.41,1,5.0
314,remote_worker,headphones_001,Sony,49.99,0.62,0.0,0.505,1,5.0
315,audiophile,headphones_021,Sennheiser,379.99,0.93,0.0,1.016,0,
316,gym_user,headphones_017,Marshall,159.99,0.73,0.0,0.748,1,5.0
317,gamer,headphones_008,TCL,29.99,0.48,0.0,-0.109,0,
318,frequent_traveler,headphones_016,Edifier,179.99,0.79,0.5,0.483,1,5.0
319,casual_listener,headphones_004,Skullcandy,44.99,0.55,0.0,0.542,1,5.0
320,budget_student,headphones_006,Edifier,54.99,0.64,0.0,-0.489,0,
321,commuter,headphones_023,Bowers & Wilkins,499.99,0.94,0.5,1.143,0,
322,remote_worker,headphones_016,Edifier,179.99,0.79,0.0,0.588,1,5.0
323,audiophile,headphones_002,JBL,39.99,0.58,0.0,0.468,0,
324,gym_user,headphones_017,Marshall,159.99,0.73,0.0,0.537,1,5.0
325,gamer,headphones_017,Marshall,159.99,0.73,0.0,1.494,1,5.0
326,frequent_traveler,headphones_023,Bowers & Wilkins,499.99,0.94,0.5,2.164,0,
327,casual_listener,headphones_021,Sennheiser,379.99,0.93,0.0,-1.212,0,
328,budget_student,headphones_023,Bowers & Wilkins,499.99,0.94,0.0,-0.37,1,5.0
329,commuter,headphones_015,AKG,149.0,0.76,0.5,1.865,1,5.0
330,remote_worker,headphones_016,Edifier,179.99,0.79,0.0,0.077,1,5.0
331,audiophile,headphones_008,TCL,29.99,0.48,0.0,0.425,1,5.0
332,gym_user,headphones_019,Sony,399.99,0.92,0.0,-0.078,0,
333,gamer,headphones_023,Bowers & Wilkins,499.99,0.94,0.0,-0.139,0,
334,frequent_traveler,headphones_015,AKG,149.0,0.76,1.0,2.009,1,5.0
335,casual_listener,headphones_018,Philips,199.99,0.81,0.0,-0.647,1,5.0
336,budget_student,headphones_019,Sony,399.99,0.92,0.0,-0.929,0,
337,commuter,headphones_003,Anker Soundcore,59.99,0.6,0.5,2.071,1,5.0
338,remote_worker,headphones_021,Sennheiser,379.99,0.93,0.0,-0.037,0,
339,audiophile,headphones_001,Sony,49.99,0.62,0.0,0.294,0,
340,gym_user,headphones_011,Bose,199.0,0.8,0.0,0.372,0,
341,gamer,headphones_024,Focal,499.0,0.95,0.0,0.275,1,5.0
342,frequent_traveler,headphones_021,Sennheiser,379.99,0.93,0.5,0.402,0,
343,casual_listener,headphones_007,Motorola,49.5,0.53,0.0,0.025,1,5.0
344,budget_student,headphones_018,Philips,199.99,0.81,0.0,0.43,1,5.0
345,commuter,headphones_020,Bose,429.0,0.91,0.5,1.88,0,
346,remote_worker,headphones_004,Skullcandy,44.99,0.55,0.0,0.212,1,5.0
347,audiophile,headphones_018,Philips,199.99,0.81,0.0,0.889,1,5.0
