session_id,segment,product_id,brand,price,quality_score,feature_match,purchase_utility,purchased,satisfaction
120,budget_student,phone_chargers_009,OnePlus,18.5,0.81,1.0,0.67,0,
121,frequent_traveler,phone_chargers_001,Anker,14.99,0.88,0.5,1.245,1,5.0
122,iphone_user,phone_chargers_012,Samsung,29.99,0.88,0.5,1.086,1,5.0
123,android_fast_charge,phone_chargers_007,Xiaomi,10.99,0.76,0.0,0.941,1,5.0
124,multi_device_household,phone_chargers_022,Apple,59.0,0.91,0.0,0.485,0,
125,office_worker,phone_chargers_002,Belkin,19.99,0.85,0.5,1.075,1,5.0
126,parent_for_family,phone_chargers_001,Anker,14.99,0.88,0.0,0.404,1,5.0
127,safety_conscious,phone_chargers_019,Anker,69.99,0.92,0.0,0.174,0,
128,budget_student,phone_chargers_008,RavPower,11.49,0.79,1.0,1.291,1,5.0
129,frequent_traveler,phone_chargers_003,Ugreen,12.49,0.8,0.5,1.728,1,5.0
130,iphone_user,phone_chargers_004,Baseus,15.99,0.78,0.5,1.144,0,
131,android_fast_charge,phone_chargers_002,Belkin,19.99,0.85,0.5,1.886,1,5.0
132,multi_device_household,phone_chargers_025,Mophie,64.95,0.9,0.0,0.061,1,5.0
133,office_worker,phone_chargers_020,Belkin,59.99,0.9,0.0,0.306,0,
134,parent_for_family,phone_chargers_014,Baseus,42.99,0.85,0.0,-0.002,0,
135,safety_conscious,phone_chargers_010,Anker,34.99,0.9,0.0,0.725,1,5.0
136,budget_student,phone_chargers_008,RavPower,11.49,0.79,1.0,1.496,0,
137,frequent_traveler,phone_chargers_012,Samsung,29.99,0.88,0.0,0.496,1,5.0
138,iphone_user,phone_chargers_001,Anker,14.99,0.88,0.5,1.879,1,5.0
139,android_fast_charge,phone_chargers_008,RavPower,11.49,0.79,0.0,0.381,0,
140,multi_device_household,phone_chargers_022,Apple,59.0,0.91,0.0,-0.765,0,
141,office_worker,phone_chargers_016,RavPower,35.99,0.84,0.0,-0.456,1,5.0
142,parent_for_family,phone_chargers_016,RavPower,35.99,0.84,0.0,0.272,0,
143,safety_conscious,phone_chargers_022,Apple,59.0,0.91,0.0,0.661,1,5.0
144,budget_student,phone_chargers_019,Anker,69.99,0.92,0.0,-0.558,0,
145,frequent_traveler,phone_chargers_012,Samsung,29.99,0.88,0.0,1.093,1,5.0
146,iphone_user,phone_chargers_020,Belkin,59.99,0.9,0.5,0.367,0,
147,android_fast_charge,phone_chargers_015,Spigen,27.99,0.86,0.0,1.176,0,
148,multi_device_household,phone_chargers_021,Samsung,54.99,0.89,0.0,-0.398,0,
149,office_worker,phone_chargers_003,Ugreen,12.49,0.8,0.5,1.311,0,
150,parent_for_family,phone_chargers_011,Belkin,39.99,0.87,0.0,-0.156,0,
151,safety_conscious,phone_chargers_002,Belkin,19.99,0.85,0.0,0.528,0,
152,budget_student,phone_chargers_020,Belkin,59.99,0.9,0.0,0.294,0,
153,frequent_traveler,phone_chargers_020,Belkin,59.99,0.9,0.0,0.465,1,5.0
154,iphone_user,phone_chargers_006,Spigen,17.99,0.84,0.5,0.577,1,5.0
155,android_fast_charge,phone_chargers_022,Apple,59.0,0.91,0.5,1.087,1,5.0
156,multi_device_household,phone_chargers_009,OnePlus,18.5,0.81,0.0,0.409,0,
157,office_worker,phone_chargers_019,Anker,69.99,0.92,0.0,-0.126,1,5.0
158,parent_for_family,phone_chargers_016,RavPower,35.99,0.84,0.0,-0.551,0,
159,safety_conscious,phone_chargers_011,Belkin,39.99,0.87,0.0,0.751,0,
160,budget_student,phone_chargers_001,Anker,14.99,0.88,1.0,1.692,1,5.0
161,frequent_traveler,phone_chargers_001,Anker,14.99,0.88,0.5,1.124,1,5.0
162,iphone_user,phone_chargers_009,OnePlus,18.5,0.81,0.0,1.081,1,5.0
163,android_fast_charge,phone_chargers_020,Belkin,59.99,0.9,0.5,1.123,1,5.0
164,multi_device_household,phone_chargers_010,Anker,34.99,0.9,0.0,0.562,1,5.0
165,office_worker,phone_chargers_023,Ugreen,74.99,0.9,0.0,-0.374,0,
166,parent_for_family,phone_chargers_019,Anker,69.99,0.92,0.0,-0.546,0,
167,safety_conscious,phone_chargers_012,Samsung,29.99,0.88,0.0,0.791,1,5.0
168,budget_student,phone_chargers_007,Xiaomi,10.99,0.76,1.0,1.943,1,5.0
169,frequent_traveler,phone_chargers_009,OnePlus,18.5,0.81,0.5,1.561,0,
170,iphone_user,phone_chargers_008,RavPower,11.49,0.79,0.0,0.809,0,
171,android_fast_charge,phone_chargers_017,Mophie,24.95,0.87,0.0,-0.584,1,5.0
172,multi_device_household,phone_chargers_023,Ugreen,74.99,0.9,0.0,-0.057,1,5.0
173,office_worker,phone_chargers_001,Anker,14.99,0.88,0.5,1.09,0,
174,parent_for_family,phone_chargers_008,RavPower,11.49,0.79,0.5,0.734,1,5.0
175,safety_conscious,phone_chargers_007,Xiaomi,10.99,0.76,0.0,0.714,1,5.0
176,budget_student,phone_chargers_021,Samsung,54.99,0.89,0.0,-0.105,0,
177,frequent_traveler,phone_chargers_004,Baseus,15.99,0.78,0.0,1.051,1,5.0
178,iphone_user,phone_chargers_019,Anker,69.99,0.92,0.0,0.17,0,
179,android_fast_charge,phone_chargers_017,Mophie,24.95,0.87,0.0,0.074,0,
180,multi_device_household,phone_chargers_002,Belkin,19.99,0.85,0.0,1.54,0,
181,office_worker,phone_chargers_010,Anker,34.99,0.9,0.5,0.489,1,5.0
182,parent_for_family,phone_chargers_002,Belkin,19.99,0.85,0.0,0.802,1,5.0
183,safety_conscious,phone_chargers_001,Anker,14.99,0.88,0.0,0.723,1,5.0
184,budget_student,phone_chargers_011,Belkin,39.99,0.87,0.0,-0.384,0,
185,frequent_traveler,phone_chargers_008,RavPower,11.49,0.79,0.5,1.088,1,5.0
186,iphone_user,phone_chargers_013,Ugreen,32.5,0.86,0.0,0.831,1,5.0
187,android_fast_charge,phone_chargers_011,Belkin,39.99,0.87,0.5,0.779,0,
188,multi_device_household,phone_chargers_024,Baseus,79.99,0.88,0.0,-0.396,0,
189,office_worker,phone_chargers_006,Spigen,17.99,0.84,0.0,0.109,0,
190,parent_for_family,phone_chargers_009,OnePlus,18.5,0.81,0.0,0.107,0,
191,safety_conscious,phone_chargers_002,Belkin,19.99,0.85,0.0,0.538,1,5.0
192,budget_student,phone_chargers_017,Mophie,24.95,0.87,1.0,1.566,1,5.0
193,frequent_traveler,phone_chargers_014,Baseus,42.99,0.85,0.0,0.2,0,
194,iphone_user,phone_chargers_014,Baseus,42.99,0.85,0.5,1.061,1,5.0
195,android_fast_charge,phone_chargers_004,Baseus,15.99,0.78,0.5,0.978,1,5.0
196,multi_device_household,phone_chargers_009,OnePlus,18.5,0.81,0.0,0.942,1,5.0
197,office_worker,phone_chargers_021,Samsung,54.99,0.89,0.0,-0.099,1,5.0
198,parent_for_family,phone_chargers_003,Ugreen,12.49,0.8,0.0,0.461,1,5.0
199,safety_conscious,phone_chargers_016,RavPower,35.99,0.84,0.0,1.118,0,
200,budget_student,phone_chargers_008,RavPower,11.49,0.79,1.0,1.606,1,5.0
201,frequent_traveler,phone_chargers_006,Spigen,17.99,0.84,0.0,0.318,0,
202,iphone_user,phone_chargers_019,Anker,69.99,0.92,0.0,0.135,1,5.0
203,android_fast_charge,phone_chargers_022,Apple,59.0,0.91,0.5,1.028,0,
204,multi_device_household,phone_chargers_019,Anker,69.99,0.92,0.0,-0.174,0,
205,office_worker,phone_chargers_002,Belkin,19.99,0.85,0.5,1.08,0,
206,parent_for_family,phone_chargers_023,Ugreen,74.99,0.9,0.0,0.91,1,5.0
207,safety_conscious,phone_chargers_025,Mophie,64.95,0.9,0.0,-0.203,1,5.0
208,budget_student,phone_chargers_015,Spigen,27.99,0.86,1.0,1.395,0,
209,frequent_traveler,phone_chargers_006,Spigen,17.99,0.84,0.0,0.626,0,
210,iphone_user,phone_chargers_017,Mophie,24.95,0.87,0.0,0.698,1,5.0
211,android_fast_charge,phone_chargers_001,Anker,14.99,0.88,0.5,1.067,1,5.0
212,multi_device_household,phone_chargers_014,Baseus,42.99,0.85,0.0,-0.157,0,
213,office_worker,phone_chargers_017,Mophie,24.95,0.87,0.5,0.784,1,5.0
214,parent_for_family,phone_chargers_025,Mophie,64.95,0.9,0.0,-0.5,0,
215,safety_conscious,phone_chargers_004,Baseus,15.99,0.78,0.0,0.386,0,
216,budget_student,phone_chargers_014,Baseus,42.99,0.85,0.0,-0.202,0,
217,frequent_traveler,phone_chargers_007,Xiaomi,10.99,0.76,0.5,1.787,1,5.0
218,iphone_user,phone_chargers_008,RavPower,11.49,0.79,0.0,0.165,0,
219,android_fast_charge,phone_chargers_008,RavPower,11.49,0.79,0.0,-0.44,1,5.0
220,multi_device_household,phone_chargers_004,Baseus,15.99,0.78,0.0,1.261,1,5.0
221,office_worker,phone_chargers_003,Ugreen,12.49,0.8,0.5,0.057,0,
222,parent_for_family,phone_chargers_009,OnePlus,18.5,0.81,0.0,0.592,0,
223,safety_conscious,phone_chargers_020,Belkin,59.99,0.9,0.0,-0.258,1,5.0
224,budget_student,phone_chargers_018,Xiaomi,39.5,0.85,0.0,-0.065,0,
225,frequent_traveler,phone_chargers_004,Baseus,15.99,0.78,0.0,0.7,1,5.0
226,iphone_user,phone_chargers_023,Ugreen,74.99,0.9,0.0,0.855,0,
227,android_fast_charge,phone_chargers_007,Xiaomi,10.99,0.76,0.0,0.011,0,
228,multi_device_household,phone_chargers_018,Xiaomi,39.5,0.85,0.0,0.74,1,5.0
229,office_worker,phone_chargers_001,Anker,14.99,0.88,0.5,1.443,1,5.0
230,parent_for_family,phone_chargers_015,Spigen,27.99,0.86,0.5,1.262,0,
231,safety_conscious,phone_chargers_014,Baseus,42.99,0.85,0.0,0.564,1,5.0
232,budget_student,phone_chargers_012,Samsung,29.99,0.88,0.0,0.165,0,
233,frequent_traveler,phone_chargers_002,Belkin,19.99,0.85,0.5,0.557,0,
234,iphone_user,phone_chargers_019,Anker,69.99,0.92,0.0,0.403,1,5.0
235,android_fast_charge,phone_chargers_025,Mophie,64.95,0.9,0.5,1.025,1,5.0
236,multi_device_household,phone_chargers_003,Ugreen,12.49,0.8,0.0,0.681,0,
237,office_worker,phone_chargers_007,Xiaomi,10.99,0.76,0.5,0.753,0,
238,parent_for_family,phone_chargers_010,Anker,34.99,0.9,0.0,0.105,1,5.0
239,safety_conscious,phone_chargers_001,Anker,14.99,0.88,0.0,0.573,1,5.0
240,budget_student,phone_chargers_001,Anker,14.99,0.88,1.0,1.837,1,5.0
241,frequent_traveler,phone_chargers_020,Belkin,59.99,0.9,0.0,0.983,1,5.0
242,iphone_user,phone_chargers_015,Spigen,27.99,0.86,0.0,0.821,0,
243,android_fast_charge,phone_chargers_006,Spigen,17.99,0.84,0.5,0.243,0,
244,multi_device_household,phone_chargers_006,Spigen,17.99,0.84,0.0,0.54,1,5.0
245,office_worker,phone_chargers_020,Belkin,59.99,0.9,0.0,0.212,1,4.0
246,parent_for_family,phone_chargers_006,Spigen,17.99,0.84,0.5,0.31,1,5.0
247,safety_conscious,phone_chargers_008,RavPower,11.49,0.79,0.0,0.289,0,
248,budget_student,phone_chargers_002,Belkin,19.99,0.85,1.0,0.487,1,5.0
249,frequent_traveler,phone_chargers_024,Baseus,79.99,0.88,0.0,0.558,1,5.0
250,iphone_user,phone_chargers_015,Spigen,27.99,0.86,0.0,1.648,1,5.0
251,android_fast_charge,phone_chargers_025,Mophie,64.95,0.9,0.5,0.732,1,5.0
252,multi_device_household,phone_chargers_004,Baseus,15.99,0.78,0.0,0.399,0,
253,office_worker,phone_chargers_023,Ugreen,74.99,0.9,0.0,0.373,0,
254,parent_for_family,phone_chargers_014,Baseus,42.99,0.85,0.0,0.338,1,5.0
255,safety_conscious,phone_chargers_019,Anker,69.99,0.92,0.0,0.964,0,
256,budget_student,phone_chargers_009,OnePlus,18.5,0.81,1.0,1.131,0,
257,frequent_traveler,phone_chargers_002,Belkin,19.99,0.85,0.5,0.691,0,
258,iphone_user,phone_chargers_006,Spigen,17.99,0.84,0.5,1.777,1,5.0
259,android_fast_charge,phone_chargers_024,Baseus,79.99,0.88,0.0,0.794,0,
260,multi_device_household,phone_chargers_015,Spigen,27.99,0.86,0.0,0.573,1,5.0
261,office_worker,phone_chargers_007,Xiaomi,10.99,0.76,0.5,1.736,1,5.0
262,parent_for_family,phone_chargers_006,Spigen,17.99,0.84,0.5,0.345,0,
263,safety_conscious,phone_chargers_017,Mophie,24.95,0.87,0.0,0.509,1,5.0
264,budget_student,phone_chargers_004,Baseus,15.99,0.78,0.0,0.385,1,5.0
265,frequent_traveler,phone_chargers_021,Samsung,54.99,0.89,0.0,1.526,1,4.0
266,iphone_user,phone_chargers_023,Ugreen,74.99,0.9,0.0,-0.092,1,4.0
267,android_fast_charge,phone_chargers_011,Belkin,39.99,0.87,0.5,0.729,1,5.0
268,multi_device_household,phone_chargers_006,Spigen,17.99,0.84,0.0,0.716,1,5.0
269,office_worker,phone_chargers_025,Mophie,64.95,0.9,0.0,0.722,0,
270,parent_for_family,phone_chargers_018,Xiaomi,39.5,0.85,0.0,0.719,1,5.0
271,safety_conscious,phone_chargers_022,Apple,59.0,0.91,0.0,0.902,0,
272,budget_student,phone_chargers_006,Spigen,17.99,0.84,0.0,0.048,1,5.0
273,frequent_traveler,phone_chargers_005,Aukey,13.99,0.82,0.5,1.288,1,5.0
274,iphone_user,phone_chargers_004,Baseus,15.99,0.78,0.5,1.646,0,
275,android_fast_charge,phone_chargers_012,Samsung,29.99,0.88,0.5,1.22,1,5.0
276,multi_device_household,phone_chargers_024,Baseus,79.99,0.88,0.0,1.195,0,
277,office_worker,phone_chargers_010,Anker,34.99,0.9,0.5,0.082,0,
278,parent_for_family,phone_chargers_006,Spigen,17.99,0.84,0.5,0.466,0,
279,safety_conscious,phone_chargers_014,Baseus,42.99,0.85,0.0,0.501,1,5.0
280,budget_student,phone_chargers_020,Belkin,59.99,0.9,0.0,0.079,1,5.0
281,frequent_traveler,phone_chargers_002,Belkin,19.99,0.85,0.5,1.156,1,5.0
282,iphone_user,phone_chargers_021,Samsung,54.99,0.89,0.0,1.304,0,
283,android_fast_charge,phone_chargers_013,Ugreen,32.5,0.86,0.0,-0.399,0,
284,multi_device_household,phone_chargers_022,Apple,59.0,0.91,0.0,0.845,1,5.0
285,office_worker,phone_chargers_024,Baseus,79.99,0.88,0.0,-0.27,0,
286,parent_for_family,phone_chargers_002,Belkin,19.99,0.85,0.0,0.264,0,
287,safety_conscious,phone_chargers_008,RavPower,11.49,0.79,0.0,0.623,0,
288,budget_student,phone_chargers_014,Baseus,42.99,0.85,0.0,-0.629,0,
289,frequent_traveler,phone_chargers_023,Ugreen,74.99,0.9,0.0,0.801,1,5.0
290,iphone_user,phone_chargers_021,Samsung,54.99,0.89,0.0,1.067,0,
291,android_fast_charge,phone_chargers_024,Baseus,79.99,0.88,0.0,0.744,0,
292,multi_device_household,phone_chargers_021,Samsung,54.99,0.89,0.0,-0.032,1,5.0
293,office_worker,phone_chargers_022,Apple,59.0,0.91,0.5,0.748,0,
294,parent_for_family,phone_chargers_002,Belkin,19.99,0.85,0.0,0.232,0,
295,safety_conscious,phone_chargers_011,Belkin,39.99,0.87,0.0,0.766,0,
296,budget_student,phone_chargers_020,Belkin,59.99,0.9,0.0,0.149,0,
297,frequent_traveler,phone_chargers_024,Baseus,79.99,0.88,0.0,0.303,1,4.0
298,iphone_user,phone_chargers_003,Ugreen,12.49,0.8,0.5,1.262,1,5.0
299,android_fast_charge,phone_chargers_007,Xiaomi,10.99,0.76,0.0,0.668,1,5.0
300,multi_device_household,phone_chargers_007,Xiaomi,10.99,0.76,0.0,0.169,1,5.0
301,office_worker,phone_chargers_019,Anker,69.99,0.92,0.0,0.34,1,5.0
302,parent_for_family,phone_chargers_018,Xiaomi,39.5,0.85,0.0,0.371,1,5.0
303,safety_conscious,phone_chargers_017,Mophie,24.95,0.87,0.0,0.798,0,
304,budget_student,phone_chargers_001,Anker,14.99,0.88,1.0,2.144,1,5.0
305,frequent_traveler,phone_chargers_002,Belkin,19.99,0.85,0.5,0.962,1,5.0
306,iphone_user,phone_chargers_001,Anker,14.99,0.88,0.5,1.656,0,
307,android_fast_charge,phone_chargers_025,Mophie,64.95,0.9,0.5,0.367,0,
308,multi_device_household,phone_chargers_016,RavPower,35.99,0.84,0.0,0.335,1,5.0
309,office_worker,phone_chargers_025,Mophie,64.95,0.9,0.0,-0.457,0,
310,parent_for_family,phone_chargers_015,Spigen,27.99,0.86,0.5,0.549,1,5.0
311,safety_conscious,phone_chargers_021,Samsung,54.99,0.89,0.0,0.146,0,
312,budget_student,phone_chargers_010,Anker,34.99,0.9,1.0,1.788,1,5.0
313,frequent_traveler,phone_chargers_023,Ugreen,74.99,0.9,0.0,0.731,1,5.0
314,iphone_user,phone_chargers_023,Ugreen,74.99,0.9,0.0,0.773,1,5.0
315,android_fast_charge,phone_chargers_014,Baseus,42.99,0.85,0.5,0.456,1,5.0
316,multi_device_household,phone_chargers_010,Anker,34.99,0.9,0.0,0.372,0,
317,office_worker,phone_chargers_012,Samsung,29.99,0.88,0.0,-0.562,1,5.0
318,parent_for_family,phone_chargers_003,Ugreen,12.49,0.8,0.0,0.009,1,5.0
319,safety_conscious,phone_chargers_024,Baseus,79.99,0.88,0.0,-0.211,0,
