consumer_id,product_id,Q_selected,Q_selected_std,incumbent,focal_brand,category,q,r,expression_intensity,Y_prob,Y
46,charger_samsung_45w,0.6379,0.9958055191308185,1,0,phone_charger,0,0,1.3519370419349648,0.6028732010162658,1
47,charger_anker_nano_67w,0.7415,1.8727201241975702,1,1,phone_charger,0,0,2.511607466804005,0.7795808736835903,1
48,charger_apple_35w_duo,0.6347,0.9687193537233514,1,0,phone_charger,0,0,0.9690144005358843,0.5797887928002315,0
49,charger_anker_nano_67w,0.7423,1.8794916655494363,1,1,phone_charger,0,0,2.3706457486168824,0.7755245541048517,1
50,charger_samsung_45w,0.6177,0.8248240999961817,1,0,phone_charger,0,0,0.04085234321084563,0.5088858989845794,1
51,charger_anker_nano_67w,0.627,0.903543268211633,1,1,phone_charger,0,0,2.253241693132923,0.6302125183177322,1
52,charger_samsung_45w,0.487,-0.2814764683650583,1,0,phone_charger,0,0,-1.0486390807012023,0.27752709610234183,0
53,charger_anker_nano_67w,0.7359,1.825319334734502,1,1,phone_charger,0,0,1.6714253989091457,0.7430742069129112,0
54,charger_anker_nano_67w,0.6193,0.8383671826999147,1,1,phone_charger,0,0,1.0551584447992324,0.5616567741116022,1
55,charger_belkin_25w,0.5878,0.5717377419701594,1,0,phone_charger,0,0,0.9282879096550709,0.5089675386215127,0
56,charger_belkin_25w,0.7218,1.7059709184078498,1,0,phone_charger,0,0,1.8767994277929372,0.7348828954852683,0
57,charger_belkin_25w,0.5545,0.2898723331987036,1,0,phone_charger,0,0,0.619050939851266,0.44441095643103445,1
58,charger_samsung_45w,0.5871,0.5658126432872757,1,0,phone_charger,0,0,1.3751417286049268,0.5302373566460802,1
59,charger_samsung_45w,0.7148,1.646719931579015,1,0,phone_charger,0,0,1.4018186627165017,0.7074575171507289,0
60,charger_anker_prime_100w,0.5489,0.24247154373563645,1,1,phone_charger,0,0,0.4036298684256009,0.4256689732357102,0
61,charger_belkin_25w,0.5478,0.23316067437681876,1,0,phone_charger,0,0,1.7755248911232784,0.49208002505633924,0
62,charger_ugreen_100w,0.7264,1.7449072811810842,0,0,phone_charger,0,0,1.3081890512355254,0.7066774050624944,0
63,charger_apple_35w_duo,0.626,0.8950788415217995,1,0,phone_charger,0,0,2.064089460015236,0.6199587351474353,0
64,charger_apple_35w_duo,0.5579,0.31865138394413717,1,0,phone_charger,0,0,0.6951227215072835,0.4531578946708884,0
65,charger_anker_prime_100w,0.6614,1.1947195463419056,1,1,phone_charger,0,0,0.787827514602535,0.6091805929970279,1
66,charger_anker_nano_67w,0.5521,0.2695577091431035,1,1,phone_charger,0,0,0.5446775003277358,0.4372392378377167,1
67,charger_samsung_45w,0.7125,1.6272517501923982,1,0,phone_charger,0,0,2.0371421033953445,0.7303707955109708,1
68,charger_anker_nano_67w,0.768,2.097027431478158,1,1,phone_charger,0,0,2.0059476326917216,0.7890333839640489,1
69,charger_ugreen_100w,0.6065,0.7300225210700464,0,0,phone_charger,0,0,0.8651361160924299,0.5034532964351808,1
70,charger_baseus_65w,0.6821,1.3699331788214597,0,0,phone_charger,0,0,1.0424342038119774,0.6280371171630001,1
71,charger_belkin_25w,0.6204,0.8476780520587315,1,0,phone_charger,0,0,0.41997206663374975,0.5317992844101607,1
72,charger_belkin_25w,0.704,1.555304123328813,1,0,phone_charger,0,0,1.2550993873749223,0.6877739469097117,0
73,charger_ugreen_100w,0.7387,1.8490197294660362,0,0,phone_charger,0,0,2.1331589637382304,0.7757240169395869,1
74,charger_anker_nano_67w,0.5715,0.43376758692587336,1,1,phone_charger,0,0,0.9185208652175633,0.48434049402303936,0
75,charger_anker_prime_100w,0.6574,1.1608618395825716,1,1,phone_charger,0,0,1.2336121371259678,0.6246483930577735,1
76,charger_anker_nano_67w,0.5351,0.12566245541593374,1,1,phone_charger,0,0,-0.27829067998024737,0.37339151390666664,0
77,charger_samsung_45w,0.6559,1.1481651995478217,1,0,phone_charger,0,0,1.1508555582699316,0.6186652534992466,1
78,charger_belkin_25w,0.6892,1.4300306083192775,1,0,phone_charger,0,0,1.1704693992069335,0.6648794227002836,0
79,charger_anker_nano_67w,0.6452,1.057595833966603,1,1,phone_charger,0,0,1.7098875263729583,0.6300181292400302,1
80,charger_anker_prime_100w,0.681,1.3606223094626428,1,1,phone_charger,0,0,2.1098397522424186,0.6951702948215994,1
81,charger_anker_nano_67w,0.5481,0.23570000238376945,1,1,phone_charger,0,0,0.4694456456039134,0.4277294818988058,0
82,charger_belkin_25w,0.6026,0.6970112569796957,1,0,phone_charger,0,0,0.7321427879603062,0.5210716212877337,1
83,charger_anker_nano_67w,0.571,0.4295353735809561,1,1,phone_charger,0,0,0.9898166759271575,0.48716234624142674,1
84,charger_samsung_45w,0.6719,1.283596026585158,1,0,phone_charger,0,0,2.7769551271383732,0.7117519853538083,1
85,charger_ugreen_100w,0.6723,1.286981797261091,0,0,phone_charger,0,0,0.6507314949478467,0.5814292297156021,1
86,charger_apple_35w_duo,0.4563,-0.5413343677429471,1,0,phone_charger,0,0,-1.175660185747455,0.23792923984709835,0
87,charger_anker_nano_67w,0.7088,1.595933371440014,1,1,phone_charger,0,0,0.9611413468427912,0.6812194637806309,1
88,charger_anker_prime_100w,0.5704,0.4244567175670566,1,1,phone_charger,0,0,0.27384263432711625,0.45063341454193245,0
89,charger_anker_prime_100w,0.6269,0.9026968255426498,1,1,phone_charger,0,0,1.300714095220307,0.5846836947250975,0
90,charger_anker_nano_67w,0.6288,0.9187792362533336,1,1,phone_charger,0,0,0.8838975369772835,0.5670744857978466,0
91,charger_ugreen_100w,0.6386,1.0017306178137013,0,0,phone_charger,0,0,0.567603141164333,0.524947399882032,1
92,charger_belkin_25w,0.6726,1.2895211252680407,1,0,phone_charger,0,0,1.6032090426165675,0.6622431655558277,1
93,charger_baseus_65w,0.5501,0.2526288557634365,0,0,phone_charger,0,0,-0.12938439582984357,0.33884526667684545,0
94,charger_voltix_65w,0.4847,-0.3009446497516751,0,0,phone_charger,0,0,-0.28684346332825617,0.2476739829239682,0
95,charger_belkin_25w,0.7404,1.8634092548387524,1,0,phone_charger,0,0,2.1625516708893433,0.7661856022874032,1
96,charger_belkin_25w,0.7172,1.6670345556346151,1,0,phone_charger,0,0,2.4790103197721756,0.752637019817126,1
97,charger_belkin_25w,0.6246,0.883228644156033,1,0,phone_charger,0,0,0.9822968301957957,0.5657960730841685,0
98,charger_anker_prime_100w,0.7839,2.231611815846511,1,1,phone_charger,0,0,2.8215195210475783,0.828698633350644,1
99,charger_samsung_45w,0.5796,0.5023294431135248,1,0,phone_charger,0,0,-0.05675261450138247,0.44776134690800196,1
100,charger_samsung_45w,0.6686,1.2556634185087068,1,0,phone_charger,0,0,0.9186877079257991,0.6254396570922991,1
101,charger_apple_35w_duo,0.6354,0.9746444524062342,1,0,phone_charger,0,0,1.0905640347818835,0.5867058266694608,0
102,charger_anker_nano_67w,0.7286,1.7635290198987177,1,1,phone_charger,0,0,2.199417596686641,0.7547954144735851,1
103,charger_samsung_45w,0.6204,0.8476780520587315,1,0,phone_charger,0,0,1.5853377318357045,0.5891474698315031,1
104,charger_anker_nano_67w,0.7374,1.8380159747692528,1,1,phone_charger,0,0,1.5168837452452544,0.7388476774306185,1
105,charger_anker_nano_67w,0.6893,1.430877050988261,1,1,phone_charger,0,0,2.363423266568417,0.715917162609599,0
106,charger_samsung_45w,0.7171,1.6661881129656317,1,0,phone_charger,0,0,2.8476886103803754,0.7660014961049638,1
107,charger_anker_nano_67w,0.7313,1.7863829719612676,1,1,phone_charger,0,0,1.8121742737915891,0.7432449090309969,1
108,charger_anker_nano_67w,0.7595,2.0250798046145726,1,1,phone_charger,0,0,2.0524369899904307,0.7821165121113441,1
109,charger_ugreen_100w,0.533,0.10788715936728346,0,0,phone_charger,0,0,-0.05861579619338275,0.3219129472797288,1
110,charger_samsung_45w,0.6789,1.3428470134139916,1,0,phone_charger,0,0,0.9004570922303283,0.6387826331291773,1
111,charger_anker_nano_67w,0.6154,0.8053559186095639,1,1,phone_charger,0,0,1.3319494968992833,0.5695803117079409,0
112,charger_samsung_45w,0.8294,2.6167432302339355,1,0,phone_charger,0,0,2.79122422285864,0.8629445804891706,1
113,charger_belkin_25w,0.7197,1.6881956223591994,1,0,phone_charger,0,0,2.1627469745801706,0.7435088161823644,1
114,charger_samsung_45w,0.6874,1.414794640277577,1,0,phone_charger,0,0,1.7234907322961048,0.6867684280076086,0
115,charger_belkin_25w,0.6577,1.1634011675895213,1,0,phone_charger,0,0,1.7317690160485522,0.6481083607353288,1
116,charger_samsung_45w,0.6198,0.8425993960448319,1,0,phone_charger,0,0,1.0628313954030282,0.562763654061405,0
117,charger_anker_nano_67w,0.6424,1.0338954392350688,1,1,phone_charger,0,0,2.1085370784361834,0.64461103511229,0
118,charger_belkin_25w,0.6318,0.9441725163228342,1,0,phone_charger,0,0,1.560708750297696,0.604215849218188,0
119,charger_samsung_45w,0.6932,1.4638883150786117,1,0,phone_charger,0,0,1.045858049476451,0.6646071160224967,0
120,charger_samsung_45w,0.6423,1.0330489965660856,1,0,phone_charger,0,0,2.150425273499741,0.646392497445784,0
121,charger_anker_nano_67w,0.4841,-0.30602330576557557,1,1,phone_charger,0,0,0.01164513519383846,0.3182366560947544,0
122,charger_anker_prime_100w,0.5256,0.045250401862514875,1,1,phone_charger,0,0,0.6659438762840295,0.404888769614745,0
123,charger_anker_nano_67w,0.6202,0.845985166720765,1,1,phone_charger,0,0,1.8787270351634462,0.6029890137438184,0
124,charger_apple_35w_duo,0.6182,0.829056313341098,1,0,phone_charger,0,0,0.8663917089898764,0.5507292907632368,0
125,charger_belkin_25w,0.5907,0.5962845793706767,1,0,phone_charger,0,0,0.90796702293089,0.512245703212256,0
126,charger_ugreen_100w,0.6359,0.9788766657511514,0,0,phone_charger,0,0,1.1064682833574246,0.5677010422103053,1
127,charger_belkin_25w,0.7343,1.811776252030768,1,0,phone_charger,0,0,2.4326747622703238,0.7693737307423002,1
128,charger_samsung_45w,0.6229,0.8688391187833158,1,0,phone_charger,0,0,-0.08266215002381094,0.5104122327768615,0
129,charger_ugreen_100w,0.6332,0.9560227136886007,0,0,phone_charger,0,0,1.0695412193605502,0.560589616666855,1
130,charger_anker_nano_67w,0.659,1.1744049222863056,1,1,phone_charger,0,0,1.7215469538607353,0.6493977116319775,1
131,charger_belkin_25w,0.7804,2.2019863224320932,1,0,phone_charger,0,0,2.6893668359371743,0.821898572791265,1
132,charger_anker_nano_67w,0.6577,1.1634011675895213,1,1,phone_charger,0,0,2.4204328369667953,0.6788446583092235,0
133,charger_samsung_45w,0.6184,0.8307491986790644,1,0,phone_charger,0,0,1.1500226491009606,0.5650121090098242,1
134,charger_anker_nano_67w,0.561,0.3448911066826219,1,1,phone_charger,0,0,0.5250056767473991,0.44928126723805684,1
135,charger_belkin_25w,0.6432,1.0406669805869357,1,0,phone_charger,0,0,0.858250686300893,0.5866459565650347,1
136,charger_belkin_25w,0.6338,0.9611013697025012,1,0,phone_charger,0,0,2.117575604141006,0.6332735046225821,0
137,charger_samsung_45w,0.5944,0.627602958123061,1,0,phone_charger,0,0,1.5780138609010508,0.5510526759830097,0
138,charger_belkin_25w,0.5205,0.0020818257443640377,1,0,phone_charger,0,0,-0.5911926717425381,0.3392179455880952,0
139,charger_anker_prime_100w,0.6236,0.8747642174661995,1,1,phone_charger,0,0,1.9933962915374928,0.6132547474740011,0
140,charger_anker_nano_67w,0.7209,1.6983529343869994,1,1,phone_charger,0,0,1.2225015331463853,0.7075153959333599,1
141,charger_baseus_65w,0.6092,0.7528764731325963,0,0,phone_charger,0,0,0.5906182456039603,0.48343853995824826,1
142,charger_anker_prime_100w,0.6421,1.031356111228119,1,1,phone_charger,0,0,1.042137498053582,0.5939639738634811,0
143,charger_ugreen_100w,0.5667,0.3931383388146723,0,0,phone_charger,0,0,0.19745406547089414,0.3880077655458689,1
144,charger_baseus_65w,0.6275,0.9077754815565493,0,0,phone_charger,0,0,0.5113665006872772,0.5036052156018151,1
145,charger_anker_nano_67w,0.7151,1.6492592595859648,1,1,phone_charger,0,0,1.1374373274347667,0.6967710923269571,1
146,charger_anker_nano_67w,0.6454,1.0592887193045695,1,1,phone_charger,0,0,1.5385716604833137,0.6222751729999871,0
147,charger_anker_nano_67w,0.6411,1.0228916845382856,1,1,phone_charger,0,0,1.4934626318614979,0.6141325115939112,0
148,charger_anker_prime_100w,0.5858,0.5548088885904924,1,1,phone_charger,0,0,0.43146644457322314,0.4811737819877542,0
149,charger_anker_nano_67w,0.6263,0.8976181695287493,1,1,phone_charger,0,0,0.6450936470309645,0.5516529279840103,1
150,charger_ugreen_100w,0.6224,0.8646069054383985,0,0,phone_charger,0,0,1.0281612283300166,0.5411768463630364,0
151,charger_ugreen_100w,0.5933,0.6182920887642442,0,0,phone_charger,0,0,1.4890283889985079,0.5384152433086927,0
152,charger_anker_prime_100w,0.5828,0.5294156085209918,1,1,phone_charger,0,0,0.7319340624628257,0.4917451847362149,1
153,charger_anker_nano_67w,0.5847,0.5454980192316756,1,1,phone_charger,0,0,1.0417934834135913,0.510050473583129,1
154,charger_samsung_45w,0.7797,2.196061223749209,1,0,phone_charger,0,0,2.8573957777969836,0.8261698935588769,1
155,charger_belkin_25w,0.5462,0.2196175916730857,1,0,phone_charger,0,0,-0.6118212391846682,0.37317218895666054,0
156,charger_anker_nano_67w,0.6666,1.2387345651290398,1,1,phone_charger,0,0,2.4435493470547938,0.691218924705054,1
157,charger_apple_35w_duo,0.6951,1.4799707257892953,1,0,phone_charger,0,0,1.0451956888071134,0.6670824180355018,1
158,charger_samsung_45w,0.6397,1.011041487172519,1,0,phone_charger,0,0,1.1170808545595694,0.5941492844061894,0
159,charger_samsung_45w,0.7074,1.5840831740742474,1,0,phone_charger,0,0,1.1594694212003231,0.6879927995268974,1
160,charger_anker_prime_100w,0.6184,0.8307491986790644,1,1,phone_charger,0,0,0.7914528432434205,0.547311784563005,0
161,charger_anker_nano_67w,0.5252,0.04186463118658185,1,1,phone_charger,0,0,-0.15853875952108337,0.3653071881283942,0
162,charger_anker_prime_100w,0.6893,1.430877050988261,1,1,phone_charger,0,0,1.8151069763225411,0.6930963846556154,1
163,charger_belkin_25w,0.5784,0.4921721310857247,1,0,phone_charger,0,0,1.094611124072891,0.5033606285364776,1
164,charger_anker_nano_67w,0.6731,1.293753338612958,1,1,phone_charger,0,0,2.506009376948783,0.7019977605307274,0
165,charger_baseus_65w,0.5381,0.1510557354854343,0,0,phone_charger,0,0,-0.4292921422262552,0.3005850968210645,0
166,charger_anker_nano_67w,0.7009,1.529064400590329,1,1,phone_charger,0,0,2.0827375594559867,0.7184715484107561,0
167,charger_anker_nano_67w,0.8158,2.501627027252199,1,1,phone_charger,0,0,3.4489470511032247,0.8688613418429746,1
168,charger_anker_nano_67w,0.6707,1.2734387145573571,1,1,phone_charger,0,0,1.3244761703644288,0.6470968538288326,1
169,charger_samsung_45w,0.5643,0.3728237147590722,1,0,phone_charger,0,0,0.6064506859351865,0.45816472278488296,0
170,charger_anker_nano_67w,0.5711,0.4303818162499403,1,1,phone_charger,0,0,0.7005545081964297,0.4728712117155774,1
171,charger_apple_35w_duo,0.6234,0.8730713321282321,1,0,phone_charger,0,0,1.4535206088166905,0.5870671099233215,1
172,charger_anker_nano_67w,0.6776,1.3318432587172084,1,1,phone_charger,0,0,1.5371793127601197,0.6659060032754178,0
173,charger_anker_nano_67w,0.5268,0.055407713890315846,1,1,phone_charger,0,0,0.47214056891394185,0.39728597083136596,0
174,charger_belkin_25w,0.5678,0.40244920817348906,1,0,phone_charger,0,0,0.9919671385620117,0.48253407773359464,1
175,charger_samsung_45w,0.7094,1.6010120274539144,1,0,phone_charger,0,0,2.052526052807033,0.7273489606321519,1
176,charger_samsung_45w,0.6333,0.956869156357584,1,0,phone_charger,0,0,1.7210914283043781,0.6139689843475274,0
177,charger_samsung_45w,0.743,1.88541676423232,1,0,phone_charger,0,0,1.9563928859403763,0.7615271417380859,1
178,charger_samsung_45w,0.667,1.2421203358049737,1,0,phone_charger,0,0,2.624395700197221,0.6993833966500851,1
179,charger_anker_nano_67w,0.6674,1.2455061064809068,1,1,phone_charger,0,0,1.3201802953852693,0.6424216428251769,1
180,charger_apple_35w_duo,0.5985,0.6623071075513783,1,0,phone_charger,0,0,0.6292227718898827,0.5098636026019778,0
181,charger_samsung_45w,0.5581,0.32034426928210463,1,0,phone_charger,0,0,0.004050047697631953,0.41947011391212546,1
182,charger_anker_nano_67w,0.7167,1.6628023422896987,1,1,phone_charger,0,0,1.3109801420273755,0.706025363236812,0
183,charger_anker_prime_100w,0.821,2.545642046039333,1,1,phone_charger,0,0,2.9142446421104564,0.8599408001630838,1
184,charger_anker_nano_67w,0.5928,0.6140598754193269,1,1,phone_charger,0,0,1.0987294072232794,0.5248763921813309,0
185,charger_apple_35w_duo,0.5465,0.22215691968003545,1,0,phone_charger,0,0,0.8655396500541861,0.44487938197793203,0
186,charger_anker_nano_67w,0.6346,0.9678729110543681,1,1,phone_charger,0,0,1.0011113268514447,0.5812077525783412,0
187,charger_belkin_25w,0.7648,2.069941266070691,1,0,phone_charger,0,0,1.9859145081993408,0.7851849361891843,1
188,charger_belkin_25w,0.6238,0.876457102804166,1,0,phone_charger,0,0,1.200087781189618,0.5753070664089515,1
189,charger_belkin_25w,0.6189,0.8349814120239817,1,0,phone_charger,0,0,1.0439022160960911,0.5605186986405283,0
190,charger_apple_35w_duo,0.6628,1.2065697437076721,1,0,phone_charger,0,0,1.1179055215631921,0.6267220734876547,1
191,charger_anker_nano_67w,0.7163,1.6594165716137659,1,1,phone_charger,0,0,2.0308672000285943,0.7345370278171581,0
192,charger_ugreen_100w,0.554,0.2856401198537873,0,0,phone_charger,0,0,0.49873251578631256,0.3952024674738132,0
193,charger_apple_35w_duo,0.634,0.9627942550404677,1,0,phone_charger,0,0,0.9729274010970668,0.5789687534013784,0
194,charger_baseus_65w,0.554,0.2856401198537873,0,0,phone_charger,0,0,0.5329303319579524,0.3980668827570239,1
195,charger_anker_nano_67w,0.5549,0.29325810387463663,1,1,phone_charger,0,0,0.05299256647082751,0.4172383047499388,1
196,charger_apple_35w_duo,0.6998,1.5197535312315122,1,0,phone_charger,0,0,2.0836833836219166,0.7171897249930547,1
197,charger_anker_nano_67w,0.5844,0.5429586912247258,1,1,phone_charger,0,0,0.8655548582208358,0.500795513204123,0
198,charger_anker_nano_67w,0.7968,2.3408029201453626,1,1,phone_charger,0,0,2.1076275519138172,0.8190741820552866,1
199,charger_samsung_45w,0.681,1.3606223094626428,1,0,phone_charger,0,0,1.2514603724370752,0.6576248781112217,1
200,charger_samsung_45w,0.6356,0.9763373377442016,1,0,phone_charger,0,0,0.31541679268559264,0.5489723660552317,0
201,charger_anker_prime_100w,0.554,0.2856401198537873,1,1,phone_charger,0,0,1.2493623181198508,0.4749760615733187,0
202,charger_anker_nano_67w,0.6035,0.7046292410005459,1,1,phone_charger,0,0,0.9351016987434635,0.5325192332448097,1
203,charger_samsung_45w,0.5142,-0.05124406240158683,1,0,phone_charger,0,0,0.4063943293647809,0.37646214534871425,0
204,charger_belkin_25w,0.5911,0.5996703500466097,1,0,phone_charger,0,0,1.2895181183520554,0.5318749311924993,0
205,charger_belkin_25w,0.6708,1.2742851572263403,1,0,phone_charger,0,0,1.8851599514300406,0.6723937332271136,1
206,charger_anker_nano_67w,0.5123,-0.06732647311227061,1,1,phone_charger,0,0,0.750066342757273,0.39004685670859607,0
207,charger_samsung_45w,0.5914,0.6022096780535604,1,0,phone_charger,0,0,0.7356632799255278,0.5046697218760535,1
208,charger_samsung_45w,0.5742,0.45662153898842417,1,0,phone_charger,0,0,0.5215274113172438,0.46852680718427164,0
209,charger_samsung_45w,0.5925,0.6115205474123772,1,0,phone_charger,0,0,0.4247886638859238,0.4907565822271136,1
210,charger_anker_prime_100w,0.5702,0.4227638322290901,1,1,phone_charger,0,0,1.1774988528006882,0.4953587465914467,1
211,charger_anker_nano_67w,0.5425,0.1882992129207014,1,1,phone_charger,0,0,-0.06701240497769984,0.39374599447599506,1
212,charger_anker_nano_67w,0.6698,1.2658207305365068,1,1,phone_charger,0,0,0.9391605843985317,0.6280608119700958,1
213,charger_samsung_45w,0.7296,1.7719934465885512,1,0,phone_charger,0,0,1.658870566724108,0.7353949813356808,1
214,charger_anker_nano_67w,0.6631,1.209109071714623,1,1,phone_charger,0,0,1.9199620531377848,0.6638209960302169,1
215,charger_belkin_25w,0.588,0.5734306273081259,1,0,phone_charger,0,0,1.041910404095803,0.5149414301066098,0
216,charger_belkin_25w,0.6203,0.8468316093897482,1,0,phone_charger,0,0,0.48496539638325975,0.5348870206573082,0
217,charger_anker_prime_100w,0.6183,0.8299027560100812,1,1,phone_charger,0,0,1.296635739797623,0.572059558128001,1
218,charger_samsung_45w,0.7101,1.6069371261367973,1,0,phone_charger,0,0,1.591289477846372,0.709532350655591,1
219,charger_belkin_25w,0.7013,1.532450171266263,1,0,phone_charger,0,0,1.7196962467392765,0.7040490652816405,1
220,charger_anker_nano_67w,0.726,1.7415215105051502,1,1,phone_charger,0,0,1.0344003438479525,0.7059812474824859,1
221,charger_anker_prime_100w,0.7439,1.8930347482531702,1,1,phone_charger,0,0,1.5419410344305724,0.7471581214506355,1
222,charger_anker_nano_67w,0.797,2.34249580548333,1,1,phone_charger,0,0,3.025320428664783,0.8448558255178734,1
223,charger_samsung_45w,0.606,0.7257903077251292,1,0,phone_charger,0,0,0.21374881205098506,0.5002007444436606,1
224,charger_anker_nano_67w,0.7857,2.2468477838882106,1,1,phone_charger,0,0,1.9168599404447417,0.803160427787495,1
225,charger_anker_nano_67w,0.6156,0.8070488039475313,1,1,phone_charger,0,0,0.8437170994099519,0.545790729438,0
226,charger_samsung_45w,0.683,1.37755116284231,1,0,phone_charger,0,0,1.7606195689092239,0.6827437345274031,1
227,charger_apple_35w_duo,0.5402,0.1688310315340846,1,0,phone_charger,0,0,0.7664737708208492,0.4308157909883656,1
228,charger_baseus_65w,0.663,1.2082626290456397,0,0,phone_charger,0,0,0.5149169890632631,0.5562619206162878,0
