asin,rating,title,text,helpful_vote,verified_purchase,timestamp
B01M0GB8CC,5.0,I love these wired earbuds,"These earbuds arrived promptly, in the original packaging, sounding great.  I prefer them to the later wireless ones, because if one or both fall out, I still don't lose them.",3,True,1677625412671
B01M0GB8CC,1.0,Doesn’t last long,I’m not sure if these are authentic from Apple or not but they didn’t last me long. Only about 3 months. I’m not someone who uses headphones every single day only about 2-3 times a week. I’ve probably used these about twice a week for talking on the phone for a short amount of time. So I don’t understand why they suddenly went out. I always kept them in a case free of water or anything that could damage them. They were always clean. I’ve had a pair of Apple headphones that came with my older iPhone for about a year and a half until they went out. When I upgraded I was sad that Apple no longer included their headphones so this is what prompted this purchase. I will not recommend and I certainly will not purchase again.,3,True,1632669125224
B01M0GB8CC,5.0,Real and brand new,Make sure it says shipped and sold by Amazon. Mine is the real deal and brand new. Works perfectly. Thanks,2,True,1645576472524
B01M0GB8CC,4.0,Nice earbuds,Actual Apple earbuds. Come packages from Apple. So far so good.<br />Good sound and pretty comfortable in my ears,2,True,1660521239851
B01M0GB8CC,1.0,don't waste you money,I purchase two sets of these earbuds.  I gave one to my daughter and today her right ear bud is not working.  I open the other one for myself and they were not working.  I sent mines back the next and asked for a replacement and i received it.  replacement worked for until yesterday and the right ear bud is not working just like my daughter's .  I don't know if this a Apple ear bud defective of the ones purchase from this seller are not good.,2,True,1626455394788
B01M0GB8CC,1.0,Garbage,Absolute waste. Had to continuously disconnect and reconnect to hear sound. Can't control the volume with the headphones. Doesn't work to make phone calls.  Absolute trash and couldn't even get my money back for this. They wanted me to pay more just to send it back. Utter nonsense and trash behavior for a seller. SMH.,2,True,1647139117271
B01M0GB8CC,1.0,Fully used earbuds...,"yeah thought I was buying new earbuds and they came fully used, and not working in both ears, with earwax in the buds. wtf",2,True,1673569129832
B01M0GB8CC,5.0,"Good fit, and the batteries never die.","Such a bold move by Tim Apple to push everybody towards Bluetooth AirPods for $100 more than wired headphones. But the batteries never die with my wired set, whereas I can only get 2-3 hours with my AirPods.",2,True,1670618973928
B01M0GB8CC,5.0,The real deal,"These arrived in standard apple packaging with an unbroken seal. Everything looks and functions just like you would expect from Apple. The sound quality on the mic and the headphones is excellent. I bought these to replace a pair of AirPods Pro that I sent through the washing machine and find that I line the fit of these better (the pro version has rubber tips which make them prone to sliding out of my ears). And while the corded version is less cool than the wireless ones I actually enjoy it more because I never have to worry about my headphones being charged or breaking the Bluetooth connection. I have a gen 1 version of the AirPods where the left one often loses connection and when that happens it pauses whatever you are listening to. With these that won’t happen. The biggest downsides to the corded version I have experienced is that you can’t pair it to the Apple Watch, and if you need to charge your phone with the lightning port then you can’t use the headphones until you are done",2,True,1652335287567
B01M0GB8CC,5.0,It’s ok,Normal apple headphone quality,1,True,1578027913056
B01M0GB8CC,5.0,I’m starting to use this again,because the airpods always run out of battery when I need it so I'm trying to buy this one which I can use anytime. Of course sound quality is good,1,True,1670084041325
B01M0GB8CC,1.0,DONT BUY FAKE APPLE PRODUCTS,TERRIBLE PRODUCT NOT (REAL) THIS ARE KNOCK OFF’S NOT REAL APPLE EAR-PODS<br />WORK ALL OF A WEEK !!!!!,1,False,1563985976186
B01M0GB8CC,5.0,Oldie but goodie for my iphone 12,"My kids love their AirPod Pros, but I still love using the earbuds. They work great and are much cheaper!",1,True,1676603604410
B01M0GB8CC,3.0,Authentic,"I understand why the reviews question the authenticity of the product. When I first received it, the wires were so flimsy and frail that I also questioned if it was a genuine Apple product. But it is! Apple’s quality has gone downhill. These aren’t nearly as durable as the 3.5mm headphones they used to sell several years back. The sound quality is better by a margin, but I can’t expect these ear buds to last even 1 year.<br /><br />UPDATE: I rarely give 1 star reviews, but after 2 months of using these, they have become fairly useless. They constantly shock my ears with static, they pause and play my videos whenever the cord moves slightly, and they engage Siri randomly. There is nothing I can do with these.",1,True,1650987780457
B01M0GB8CC,2.0,Who has the ears for these,Something I have never understood with Apple earbuds is why they are shaped like that- I have never had an easy time fitting them in my ears let alone getting them to stay put. Unfortunately I can't even use these hardly at all because they will fall out. I wish Apple made speaker-type headphones because those actually fit in my ears.,1,True,1639856738233
B01M0GB8CC,3.0,it should come with the phone,apple should stop selling these separately,1,True,1628875888354
B01M0GB8CC,5.0,they came like new and works,"They are used but I don't have any problems with them, they came like new and works perfect",1,True,1499646701840
B01M0GB8CC,5.0,Brand new perfect Genuine Apple Earpods.,"I just got these. They are Brand new, perfect, Genuine Apple Earpods. Gonna order another set.<br />Simple statement...",1,True,1628718538997
B01M0GB8CC,4.0,Difficult to Judge,"I bought these for my partner who is an automotive tech. I can't tell if they broke quickly from the environment or because they were poor quality.. Other than them breaking in less than 2 months, sound quality and mic were excellent.",1,True,1549228416572
B01M0GB8CC,5.0,Excellent extra pair of headphones,I use them mostly on Zoom meetings and some music listening. They work great for both. I bought the lightning connector even though I have a phone with a 3.5 headset connection since the 3.5's will be going away. I would buy them again.,1,True,1602787192395
B01M0GB8CC,5.0,Sound great on an iPhone 8,I am very happy I ordered these headphones as I have always liked the sound of the original Apple headphones.  I just can’t believe I waited so long to get them.  I have several of the old headphones but ever since I got my iPhone 8 I have not tried the new headphones as I got them used and didn’t come with some. These help me use something while my Bose sport headphones charge. Very happy I got them.,1,True,1598722188284
B01M0GB8CC,5.0,Crystal clear,I use these to talk hands free on my commute.  Crystal clear for both parties,1,True,1605387366150
B01M0GB8CC,5.0,Genuine Apple product/ not a knock off.,"Got 2. My girls 11 and 13 . I got them for them for good grades/ reward. They are genuine Apple product, good sound.",1,True,1542908936901
B01M0GB8CC,5.0,Seem to be the real deal,"I don't know why this review asks for ""battery life"" as these are not battery-operated?  At any rate, these headphones work well, came packaged in an Apple box, and seem to be the real deal.  My original pair (that came with my iPhone X) died after about 18 months so I'm happy to have found this replacement that appears to be of identical quality.",1,True,1585768977516
B01M0GB8CC,3.0,"Fine Headphones, but breaks so easily",The part of the wire that plugs into the phone started to break down a few months after purchase.,1,True,1670622790903
B01M0GB8CC,2.0,Not Happy,Earbuds stopping working a week ago. I haven’t even had them a good month yet,1,True,1544199254599
B01M0GB8CC,3.0,Not comfortable,"These headphones keep popping out.  Very annoying.  Sound is good.  I would have returned them but, I missed the window.",1,True,1660170686246
B01M0GB8CC,3.0,Makes a weird noise,"Look, I love these headphones, I've probably had twenty through the years (which says something about durability, anyways.) I prefer these to the fancy AirPods, all the way. The newest pair I got are weird though, if you bump into it while listening to music it pauses the song. Even worse, a couple of times it has made this deafening high-pitched noise. I think I just got a bad item, but it's still disappointing.",1,True,1668624272843
B01M0GB8CC,5.0,Great replacements,Lost mine I had them for years.  Great replacement,1,True,1658842992512
B01M0GB8CC,5.0,Great buds and sound!,"Love them!<br />Only will use apple assessories with my iPhone, found other brands “aren’t compatible with my device” so sticking with apple.",1,True,1518724113945
B01M0GB8CC,5.0,Apple headphones work,Would recommend these Apple brand headphones.,1,True,1674845860831
B01M0GB8CC,1.0,Short product life,"Sound quality is good while the ear buds last. The set I received with the Apple iPhone worked well for about three years, then one ear bud went dead.  The replacement set went for about a year before one bud died. The second replacement set lost the microphone in less than 6 months. It seems like concern for quality is deteriorating and the consumer pays, not to mention the environment as more stuff get chucked.",1,True,1657316118300
B01M0GB8CC,5.0,"Good Price, Good Sound","Good Price, Good Sound. No problems in 3+ months.",1,True,1648433044238
B01M0GB8CC,5.0,"Lower price, same earbuds",Great price. Cheaper than on apple website. Exact same earbuds,1,True,1572637687784
B01M0GB8CC,1.0,Not reliable,I bought this product less then 2 months ago and has stopped working . When you call customer support they say go to Apple Store. You think you are buying apple product and it will last you long.,1,True,1678330658825
B01M0GB8CC,5.0,Does the job,Does the job it is intended for,1,True,1634378609252
B01M0GB8CC,3.0,Apple Ear Pods,"They will work.  They have no battery that I'm aware of.  They plug into my phone.  I would not buy these again unless it would be the only thing that worked to solve my issue.  My son told me to purchase these cause I couldn't hear my iphone well enough.  If there was a way to buy cordless and get the same affect, I would definitely go cordless. It's a pain switching out battery charger, and the iphone ear plug line.  Also, the plug for my ear doesn't fit my ear and slides out easily.",1,True,1631116148367
B01M0GB8CC,1.0,will not stay in my ears - over priced,"I bought these directly from the Apple store to make sure I had the authentic Apple product.  The sound is comparable to the cheaper ear buds I bought before I changed my phone to one that required a lightening connector for earbuds.  These are okay as long as I don't move around but fall out if I am active.  I can't understand why Apple thinks they can design a hard plastic earbud that fits everyone's ears.  I have to keep buying silicone covers to make them stay in.  Because the covers stretch and fall off after a short time, I've probably spent as much on covers as I did for the earpods. The brands with a soft plastic cover stay in much better and are a lot cheaper.",1,False,1626459065609
B01M0GB8CC,5.0,Great value,Works great with my Apple phone,0,True,1653071426261
B01M0GB8CC,5.0,Works well,No complaints with these. Exactly as described.,0,True,1595452376503
B01M0GB8CC,5.0,Great,Perfect for talking on phone or listening to music.,0,True,1661106346618
B01M0GB8CC,1.0,Lasted a week,My tablet fell with it plugged in and it no longer works. Did not last long at all and appears to be very fragile.,0,True,1631057907301
B01M0GB8CC,1.0,Lasted three days.,Stopped working after three days and this was just with use reading in bed in PM w music playing on the buds. I could tell the issues was near where it connects in to the iPad.  Waste of money!,0,True,1662406386003
B01M0GB8CC,2.0,Didn’t work right out of the box,"It said “this accessory is not supported by this device” definitely wanting to return these but considering I’m ordering a real pair of headphones, I’d rather tell everyone to NOT BUY THESE. sometimes with the headphones in it’ll not support it and play whatever I wa a listening to out loud. This is not cool",0,True,1597163533761
B01M0GB8CC,5.0,Work Great,Work fine. Great price. No charge needed.,0,True,1644460381059
B01M0GB8CC,5.0,"Just as expected, I've had many","Apple earbuds just as expected, good quality, and will probably buy them again when I destroy these.",0,True,1629313154252
B01M0GB8CC,4.0,Great product.,Excellent ear pods wear them at work every night.,0,True,1602864273592
B01M0GB8CC,5.0,Replacement for original,These were a great replacement for the original earbuds,0,True,1577502200019
B01M0GB8CC,5.0,perfect for the price,hubby goes through earbuds faster than I don't know what.  good to have these on hand,0,True,1609782303199
B01M0GB8CC,5.0,as good as the ones my iPhone came,"they work get, as good as the ones my iPhone came with",0,True,1524344083566
B01M0GB8CC,5.0,Excellent,Wet reliable product like original,0,True,1573463461194
B01M0GB8CC,5.0,Apple certified recommend highly,Needed a new pair they are from Apple certified and not and imposter,0,True,1626805996006
B01M0GB8CC,5.0,The Apex of Affordable and Quality,"I got these during a Prime Day sale event for about 14$(usually they’re 20$). They are Apple quality wired so, naturally the sound is great and devoid of bluetooth-related losses. They are great and at least last like a year before you might consider replacing them. There’s better out there, but these don’t leave to much for one to desire for wired earbuds(unless maybe, if your not a IPhone user).",0,False,1667794691592
B01M0GB8CC,5.0,Love These!,"Best EarPods! Sound is amazing and I don't have to worry about where I've left my lightning adapter. My ears reject earpods of all shapes and sizes so there's no way I'm investing in wireless EarPods.  If these fall out, which they rarely do, they are still conveniently connected to me and my phone. My mom has anti-earpod ears, too, so I ordered a set for her and she loves them.  Such a great buy.",0,True,1655769121008
B01M0GB8CC,5.0,Five Stars,It was a gift for my grandson and he's enjoying them,0,True,1517337400220
B01M0GB8CC,5.0,Perfect for gift wrapping,Just like everything apple makes.,0,True,1562690773948
B01M0GB8CC,5.0,Work well,Replace the original ones due to user cut the wire in error. I use to listen to audio books and want to be able to also if anything is going on around me. Perfect.,0,True,1655731298623
B01M0GB8CC,5.0,"New, perfect.","Some reviews said used. Mine were Apple, new, original packaging, etc. Perfect!",0,True,1619365719456
B01M0GB8CC,5.0,Great replacement headphones for my iPhone,"I used my old iPhone headphones for years until they quite literally fell apart, so it was time to replace them. I ordered these from Amazon, and they are the same Apple quality headphones I love. They work great, are as good as the originals, and plug right into my phone using the lightning port. The only difference is that these headphones did not come in a plastic box like the last pair. These were in a cardboard one. But I rarely kept the headphones in the plastic box anyway, so it's not a big deal, it is just the only difference I can tell between these and my previous pair.",0,True,1650818346807
B01M0GB8CC,3.0,Just ok not great.,Sound wasn’t great but just ok. I would not purchase again.,0,True,1574744167127
B01M0GB8CC,5.0,"Nice noise quality,and battery life was awesome.",Like all apple accessories this one was great as well. I can hear very well through it,0,True,1619370823790
B01M0GB8CC,5.0,Perfect replacement,Bought these when my last set died… They were great!,0,True,1638223804155
B01M0GB8CC,1.0,Broke within 30 days,My headphones broke within 30 days and now I have to buy another pair. I guess you get what you pay for!,0,True,1661894631833
B01M0GB8CC,1.0,Don’t buy,Within a month they were crackling and sound doesn’t always work at all. Not good,0,True,1616366478095
B01M0GB8CC,5.0,Worked with my iPhone X,"Volume, pause, skip, etc., worked well.  Made phone calls as well.",0,True,1643695199226
B01M0GB8CC,5.0,Additon to grandson's new IPhone,I ordered this item for my grandson for his new IPhone. He says the quality is much better than pair he lost.,0,True,1632856935414
B01M0GB8CC,5.0,They are real apple replacements,My old earbuds stopped working and these are the exact same replacements,0,True,1655984701783
B01M0GB8CC,4.0,Good to Go!,"My daughter loves her EarPods!  She’s in high school and wears them walking to and from school and during lunch everyday.  She has no problem with them except the wires have broken off a few times with a good, unintentional yank.  I have bought three sets over the past year and the price is acceptable.  I wish the wires were a bit stronger, but she is happy with them and I can’t make them, so we continue to buy them!",0,True,1634799936466
B01M0GB8CC,4.0,Not bad,Decent sound quality. They are okay,0,True,1638977126284
B01M0GB8CC,1.0,No,They can’t be apple. Really poor quality! Better to get at apple store.,0,True,1656589178784
B01M0GB8CC,5.0,Nice quality earphones!,Nice but plugs into the recharge spot so defeats the purpose of wearing all night to listen!,0,True,1591848317669
B01M0GB8CC,5.0,Great Earbuds,Sometimes Low Tech is just what you need. The mic is great on this for phone calls. It my backup for flights and vacations incase my wireless buds go down.,0,True,1678208242255
B01M0GB8CC,5.0,"It’s an Apple product, superior to cheaper products made by others, in my opinion.","Well priced, very good product.  I’ve been pleased with the purchase.",0,True,1603913162759
B01M0GB8CC,5.0,Great affordable,Apple products are great! My daughter purchases them every time she looses them!,0,True,1558985068886
B01M0GB8CC,5.0,Product Review Headphones,Bought these for my son. Previous pair just stopped working. (Cheap Brand) I got him these and he fell in love with them. Great Quality headphones!,0,True,1661437277845
B01M0GB8CC,5.0,... were bought for my son and he is very happy with them,These were bought for my son and he is very happy with them.,0,True,1527189241323
B01M0GB8CC,5.0,Perfect replacement for the original lost,These are the same earbuds that came with my iPhone 11. I got them to replace the ones I lost.,0,True,1592245001236
B01M0GB8CC,5.0,Perfect!,These were a perfect replacement - so much so I ordered a second pair.  I had ordered a pair through another company prior they didn’t work right.  I’m very happy with these and they allow me to do more remote things at work and always have a pair handy when needed!,0,True,1614141871409
B01M0GB8CC,1.0,Defective headphones,These headphones did not work at all. Very disappointed with this product.,0,True,1579726032602
B01M0GB8CC,5.0,apple certified the REAL deal,"Hubs lost others , like to listen to music in bed, these are like what came with iPhone original purchase. Very pleased.",0,True,1579393598967
B01M0GB8CC,3.0,"Great for earbuds, uncomfortable though",I use them every night and the sound is great and they are very durable but omg are they uncomfortable!! ☹️,0,True,1652132933804
B01M0GB8CC,4.0,"Great, just not for my ears","The sound quality and microphone are great on these.  I use them for exercise and they fall out of my ears constantly.  One also bumps into my piercing, which is not comfortable.  I got soft ones and gave these to my friend.",0,True,1651777663092
B01M0GB8CC,4.0,Great buds,There a great size and works well,0,True,1580861616114
B01M0GB8CC,5.0,Great product,Excelent sound and quality! These are 100% genuine,0,True,1550937527728
B01M0GB8CC,5.0,Good,Really like it! I lost my previous one months ago. I think this one has no difference with the product in Apple website. The quality is pretty good.,0,True,1594781550578
B01M0GB8CC,5.0,EarPods,"This was easy to use, just plug in.",0,True,1646058542388
B01M0GB8CC,5.0,They are made well,I use them when i play my games,0,True,1647264602662
B01M0GB8CC,5.0,Great product,Great product with for this price.,0,True,1672626496427
B01M0GB8CC,5.0,Good,"I’ve only had these for a few days, so far so good.",0,True,1625098458310
B01M0GB8CC,5.0,Will always work (unlike the knock-off),Can never go wrong with a genuine Apple product,0,True,1579560464927
B0BJZNZQY7,1.0,Not worth it.,"Seller required a five star review to qualify for ""free gift"" or $10.00 cash. They don't mention this until you return the item. The watch will unbind and was uncomfortable.",22,True,1578625635744
B0BJZNZQY7,1.0,Not a fan,"Miscroscopic print in a useless little manual, the ONE thing I want it to do it doesn't - measure my heartbeat accurately.  I'm not a fat guy or anything, skinny wrists so no real excuse for the hardware.  Plus, seems it has a tiny display of the info ... I wanted something to constantly display my heartbeat while I'm working out.  Am I asking too much?",15,True,1583408689154
B0BJZNZQY7,4.0,Good value for a Smart Watch,"As far as I can tell, this is a really good value for what you get. It's a strong 4 star but lacking important details. The band is also on the weaker side.<br /><br />This Smart Watch CANNOT properly function without first charging and using the APP for pairing. It does not pair directly to your Bluetooth but through the APP!!! I was able to pair/bind this using an Android phone with not issues. You will need to carefully follow screen prompts. After pairing with APP, the watch will automatically set time/date and language. Watch is ready to wear!!!<br /><br />Here are the issues. There are no real instructions/directions, basically you will need to use common sense when trying to configure watch to notify you of incoming messages, SMS and other things like FB, IG, etc. The directions are very lacking to say the least. Paper instructions are much too vague with only a few hints, etc. You cannot use all options without first using the settings in the APP. The watch will most likely ""ov",12,True,1654955952952
B0BJZNZQY7,4.0,Bang for your buck,"If you want a bang for your buck this watch is the way to go.<br /><br />Pros:<br />Very easy to use. Took 3 seconds to sync if that.<br />You can control alarms, timers, etc right from app.<br />User friendly, not as complicated as the expensive devices yet does the job<br />Nice ability to control your music using spotify (among a few others)<br />Sleep monitor works great<br />Walking and running feature shows calories burned which is nice right on the watch<br />Came fully charged<br />Easy to read manual, though it's not much needed<br />Nice silicone-like wrist band<br /><br />Cons:<br />Charger is product specific...<br /> Will not work with micro usb basics.<br />Do not get text message alerts<br /><br />Overall I recommend this over the more expensive ones if your looking for the basics.",6,True,1594248553522
B0BJZNZQY7,3.0,Where is the app,Difficult to find events on the device. No customer support. Wrist band not very comfortable. Don't recommend.,1,True,1660318541965
B0BJZNZQY7,3.0,Good for the Price,"Worked great for the first week! Doesn't accurately track sleep or steps and my message notifications stopped working after 2 weeks. Haven't exposed to water so I can't verify how ""waterproof"" it is but the band discolors after a while.",1,True,1602525004155
B0BJZNZQY7,2.0,"battery life is great, backlight goes on randomly the night sometimes waking me or my wife up","'Wrist sense' feature doesn't work well, it kept lighting up the screen at night when I would roll over... or sometime just a minor arm movement.  The backlight is very bright, so I had to turn off that feature.<br /><br />Sleep tracking seems okay, not sure how accurate that is.  The app is so so.  For heart rate all it tracks is 'resting' which seems a bit silly.<br /><br />'Activity' feature doesn't seem very useful, other than displaying end of activity information.  Can't find any of that in the app.<br /><br />Battery life for my usage has been excellent, at 24 days battery life was down to 10%.<br /><br />** UPDATE ** The backlight comes on randomly.  It will wake me and/or my wife up.  Pressing the button sometimes doesn't turn it off.  Seems pointless tracking sleep and then waking the user up with random bright light.  The do not disturb feature doesn't keep it from lighting up...and wrist sense is already off.  Reboot did not resolve.<br /><br />** UPDATE 2 ** Seller reached",1,True,1654005434940
B0BJZNZQY7,5.0,Keeps charged a long time,"I was scared to buy again after trying to find a accurate step and calorie counter but not disappointed at all I would def recommend I have had 2,weeks still charged and accurate love my purchase",1,True,1625708003642
B0BJZNZQY7,4.0,"Great watch, not great step tracker.",This weekend my watch says I stepped 7K steps and my friend who was with me the entire day has a Fitbit that says we did 12K.<br />Other than the step counter being off this is a great watch. Inexpensive but works really well and easy to use!,1,True,1666716198865
B0BJZNZQY7,3.0,Get what you pay for,I've had the watch for 2 days and it is somewhat functional but not very accurate. My steps on the app versus the watch were different for the first 2 days. There were also periods where steps weren't counted at all. I broke down and just ordered a galaxy 4 watch instead. You get what you pay for.,1,True,1670588493746
B0BJZNZQY7,4.0,Good deal for the price....as good as my old Fitbit,Long battery life. Easy to read large watch face,1,True,1661039109429
B0BJZNZQY7,3.0,Fitness tracker,This was a nice little inexpensive watch but after about a year the Bluetooth no longer functioned at all and apparently it isn’t waterproof - once my pool opened for swimming it all sort of crapped out after about 1 year. No regrets but it didn’t  last very long.,1,False,1655757138093
B0BJZNZQY7,3.0,Everything works great except sleep tracking,"Unfortunately it rarely tracks any of my sleep, it just says 0h0m which is obviously inaccurate. On nights it did track, it stopped if I woke up in the night at all, whereas a Fitbit would always sense that I went back to sleep. Super inaccurate so that's why it's less stars as that is the main reason I got it.<br />The step tracking does work great and the heartrate tracker about 50% of the time, battery life is good. The sleep tracker just needs work.",1,True,1664282466337
B0BJZNZQY7,3.0,Decent Watch,"I will update this review in about 2-3 months once I see how the watch actually performs over time. I received it today.<br />I gave this item 3/5 stars initially simply due to the fact that it arrived with a scratch on the screen (refer to photo) and because the band doesn’t seem to be the best quality. That being said, it is comfortable and appears to be what I was looking for. I’m optimistic that it will work as advertised and I look forward to using it.",1,True,1627236757117
B0BJZNZQY7,5.0,Great watch for water exercise,"This watch is actually waterproof, and it does a great job tracking calories burned throughout the day. I do the stationary bike and water aerobics daily, and the watch sends the data to Apple Health so I have all my data in one place. I love the sleep tracking, although sometimes the watch doesn’t track sleep. Particularly, I’ve noticed it happening when the battery is below 50%. It charges very quickly. Overall I’m very happy with this purchase!",1,True,1651794743415
B0BJZNZQY7,1.0,Disappointed.,Returned within a week. Save your money. Band discolored almost instantly.,0,True,1625619134327
B0BJZNZQY7,5.0,Watch,Love this watch way better then Apple Watch,0,True,1653537803017
B0BJZNZQY7,5.0,Meets basic needs,"I had some trouble figuring it out, especially the notifications. I finally googled it and found a more complete pdf manual and all is well.  Only day 2 but I think this will work perfect for my needs, step and sleep tracking, and message alerts.  I love that the time is large enough for me to read too!!!!<br />I only wish the band size was compatible with an iwatch to have more options available.",0,True,1647842344035
B0BJZNZQY7,1.0,Want to return,Won't even pair with my kindle to update the time.  My last watch I could at least work manually with it.  So sick of this cell phone driven world.,0,True,1646954228058
B0BJZNZQY7,5.0,Best gift,My granddaughter was so excited to receive this. She loves all the features on this and gladly put aside her old smart watch for this one.,0,True,1641657950298
B0BJZNZQY7,5.0,Pretty good 👍,I've always worn a fit it. But this is pretty good! It keeps track of lots of goodies! I really like it!,0,True,1663369236953
B0BJZNZQY7,1.0,Looks used or damaged,Was this refurbished? It came with lines thru the screen like it already had been used or damaged. Very discouraging!,0,True,1664065645355
B08K2S5B88,1.0,Short in brand new auxiliary wire. Bummer!,"Purchased this on May 10th but due to mail forwarding issues, I'm just trying it out for the first time.<br />The packaging is sleek. The headphones are packed in a soft black case and included are an AUX wire & a USB wire.<br />Unfortunately the AUX wire has a short in it affecting the sound quality. I got brief moments of clarity where I can tell the sound quality is decent, however not long enough to make a judgment.<br />I'm going to continue testing its performance and will update my review.<br />For now, it would be a good purchase but a short in a brand new wire is never a good thing.",168,True,1595774717185
B08K2S5B88,4.0,Great headphones (for the money.),"These are great headphones for what you pay for them. If you are looking for something to compete with Beats or Bose, you don't have a good grip on reality. These are less than $25. They are very light weight and almost entirely of plastic. I bought them because I am an early riser in a small house. With these and a Bluetooth transmitter on our TV, I can watch TV without disturbing my wife's sleep. Their sound quality is fine for that use. These might not stand up to rough use by kids.",19,True,1672772612411
